activo_id,patente,marca,modelo,anio_fabricacion,fecha_alta_flota,tipo_vehiculo,motor_tipo,estado_actual,odometro_km,horometro_h,created_at,updated_at
ACE-0277,PTRZ71,Volvo,FMX,2025,2025-01-18,camion construcción,D13,Activo,57700.0,6901.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0278,ZVPK10,Ford,Cargo 2632,2023,2023-01-28,camion carga pesada,Cummins ISL,Activo,149400.0,8381.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0279,BWSG71,Volvo,VM,2016,2016-07-07,camion distribucion,D8,Activo,400000.0,19720.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0280,LBTN62,Freightliner,Cascadia,2017,2018-04-29,camion larga distancia,Detroit DD15,Activo,233500.0,13820.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0281,VBWY58,International,WorkStar,2018,2019-06-02,camion vocacional,MaxxForce 13,Activo,855600.0,14886.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0282,CGRZ85,Volkswagen,Constellation 19.320,2019,2021-01-20,camion carga pesada,MAN D08,Activo,550300.0,8918.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0283,KWDX14,Hino,700,2026,2026-03-24,camion carga pesada,E13C,Activo,23200.0,383.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0284,YYMF35,International,WorkStar,2016,2016-01-12,camion vocacional,MaxxForce 13,Activo,455700.0,15040.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0285,FKDV75,Hino,FM,2016,2017-11-18,camion carga pesada,A09C,Activo,657700.0,18088.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0286,WGKH83,Mercedes,Axor,2022,2022-01-14,camion carga pesada,OM457,Activo,408500.0,7359.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0287,XPLZ67,Hino,700,2015,2017-09-06,camion carga pesada,E13C,Activo,611800.0,19078.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0288,MVMR95,Volvo,FM,2017,2017-01-15,camion carga pesada,D11,Activo,235000.0,12518.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0289,TGMV24,Volkswagen,Delivery 13.180,2015,2015-07-22,camion distribucion,Cummins ISF 3.8,Activo,859400.0,17411.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0290,NHGH84,Mercedes,Actros,2017,2017-10-25,camion larga distancia,OM471,Activo,727000.0,26929.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0291,SFCS79,Isuzu,FRR,2022,2022-12-18,camion distribucion,4HK1,Activo,212300.0,6338.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0292,DDHJ84,Freightliner,Cascadia,2021,2022-08-01,camion larga distancia,Detroit DD15,Activo,143400.0,7200.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0293,FXGN18,Mercedes,Axor,2016,2018-12-10,camion carga pesada,OM457,Activo,276600.0,15106.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0294,HKZZ35,Isuzu,NPR,2025,2025-03-04,camion distribucion,4HK1,Activo,62400.0,1675.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0295,CCJM28,Freightliner,M2 112,2018,2019-11-23,camion vocacional,Detroit DD13,Activo,662200.0,12073.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0296,SJBB03,Kenworth,T880,2017,2017-12-22,camion vocacional pesado,PACCAR MX-13,Activo,339700.0,33750.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0297,WFZR65,Volvo,FMX,2022,2022-11-23,camion construcción,D13,Activo,301300.0,9437.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0298,NPHT13,Scania,R440,2020,2021-11-09,camion larga distancia,DC13,Activo,153700.0,9201.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0299,CKPP92,Mercedes,Axor,2023,2023-07-30,camion carga pesada,OM457,Activo,302000.0,5219.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0300,TZGV94,Kenworth,T370,2023,2024-08-23,camion vocacional,PACCAR PX-9,Activo,168300.0,3232.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0301,KTGP72,Kenworth,T880,2026,2026-01-15,camion vocacional pesado,PACCAR MX-13,Activo,20200.0,555.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0302,XHJM24,Kenworth,T370,2017,2018-09-10,camion vocacional,PACCAR PX-9,Activo,394500.0,12135.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0303,ZKJB32,Hino,500,2019,2020-01-18,camion distribucion,J08E,Activo,287000.0,21906.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0304,SPFY59,Scania,R450,2019,2019-11-11,camion larga distancia,DC13,Activo,360100.0,12403.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0305,SDYG69,Scania,R450,2017,2017-05-11,camion larga distancia,DC13,Activo,635300.0,17786.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0306,GGFJ26,Hino,GH,2023,2023-06-25,camion distribucion,J08E,Activo,90600.0,4964.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0307,JRBV70,Iveco,Stralis,2026,2026-03-15,camion larga distancia,Cursor 13,Activo,25000.0,477.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0308,TKDG57,Hino,GH,2020,2021-10-05,camion distribucion,J08E,Activo,116200.0,5264.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0309,PKHT39,International,WorkStar,2018,2018-08-02,camion vocacional,MaxxForce 13,Activo,1034500.0,18826.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0310,SFCS15,Scania,S500,2025,2025-08-16,camion larga distancia,DC13,Activo,102400.0,1713.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0311,WFJX17,Kenworth,T680,2021,2021-06-12,camion larga distancia,Cummins X15,Activo,239800.0,9396.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0312,GXMX71,Kenworth,T880,2025,2025-04-19,camion vocacional pesado,PACCAR MX-13,Activo,72800.0,1843.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0313,RDTP20,Mercedes,Actros,2026,2026-02-15,camion larga distancia,OM457,Activo,17700.0,571.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0314,LGCV43,Freightliner,M2 112,2018,2018-10-09,camion vocacional,Detroit DD13,Activo,160800.0,10424.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0315,KCJB31,Scania,R450,2018,2019-05-05,camion larga distancia,DC13,Activo,507700.0,9325.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0316,HCLS00,Scania,P360,2022,2022-06-19,camion distribucion,DC09,Activo,120800.0,5718.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0317,NYYN82,Volvo,VM,2016,2016-08-21,camion distribucion,D8,Activo,367300.0,10694.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0318,BSYN63,International,WorkStar,2016,2016-03-02,camion vocacional,MaxxForce 13,Activo,1025100.0,16970.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0319,LNZP97,Mercedes,Arocs,2021,2023-09-16,camion construcción,OM470,Activo,157600.0,11641.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0320,ZJZF88,Isuzu,FRR,2016,2016-09-17,camion distribucion,4HK1,Activo,564600.0,16796.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0321,MGSZ48,Hino,500,2019,2019-02-05,camion distribucion,J08E,Activo,947100.0,14301.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0322,LGWR29,Mercedes,Arocs,2016,2016-06-06,camion construcción,OM471,Activo,404600.0,16371.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0323,VGZM22,Volkswagen,Constellation 25.360,2023,2023-12-01,camion carga pesada,MAN D08,Activo,313600.0,6096.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0324,HWCY35,Isuzu,CYZ,2017,2017-11-24,camion carga pesada,6UZ1,Activo,866300.0,13197.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0325,YSXF50,Freightliner,M2 106,2024,2024-10-01,camion distribucion,Cummins ISL,Activo,94000.0,2818.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0326,RKKX31,Iveco,Trakker,2026,2026-04-15,camion faena,Cursor 13,Activo,14600.0,261.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0327,MWTX02,Volvo,FH16,2022,2022-12-05,camion extra pesado,D13,Activo,377300.0,6280.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0328,JVJT89,Mercedes,Actros,2015,2016-05-30,camion larga distancia,OM471,Activo,714800.0,19399.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0329,BCXY28,MAN,TGL,2025,2025-08-31,camion distribucion,D08,Activo,28900.0,3302.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0330,NYZW78,MAN,TGX,2025,2025-11-27,camion larga distancia,D26,Activo,62800.0,1021.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0331,KWBS39,MAN,TGM,2023,2023-01-18,camion distribucion,D08,Activo,259200.0,8180.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0332,GDCS78,Mercedes,Actros,2019,2020-05-15,camion larga distancia,OM457,Activo,499900.0,18533.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0333,MZCT61,International,HV Series,2020,2021-06-16,camion vocacional,Cummins L9,Activo,109600.0,6194.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0334,HRFC59,Mercedes,Atego,2022,2024-04-24,camion distribucion,OM924,Activo,129900.0,3762.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0335,MFTS35,Scania,G410,2015,2015-03-17,camion carga pesada,DC13,Activo,489100.0,11259.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0336,JKXC04,Ford,Cargo 2632,2023,2023-01-29,camion carga pesada,Cummins ISL,Activo,126100.0,10067.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0337,YJLS37,Scania,R440,2024,2024-11-04,camion larga distancia,DC13,Activo,127500.0,2010.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0338,YVJD48,Hino,700,2023,2024-03-12,camion carga pesada,E13C,Activo,94300.0,2832.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0339,BDRD90,Freightliner,M2 106,2016,2018-12-26,camion distribucion,Cummins ISB,Activo,506000.0,14217.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0340,TBTJ82,International,LT Series,2025,2025-07-03,camion larga distancia,Navistar A26,Activo,28200.0,2495.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0341,VRBL07,International,HV Series,2018,2018-05-31,camion vocacional,Cummins L9,Activo,416600.0,14957.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0342,BPNY72,Mercedes,Atego,2019,2019-10-21,camion distribucion,OM926,Activo,236500.0,7435.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0343,DHWH73,Hino,GH,2022,2022-05-01,camion distribucion,J08E,Activo,105000.0,12137.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0344,LNRB06,Freightliner,M2 106,2019,2019-12-29,camion distribucion,Cummins ISB,Activo,633300.0,13575.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0345,SLDD79,MAN,TGX,2023,2023-01-26,camion larga distancia,D26,Activo,132500.0,7548.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0346,VKZG67,Freightliner,M2 106,2022,2024-06-16,camion distribucion,Cummins ISB,Activo,244400.0,4342.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0347,MSCL17,Volkswagen,Meteor 28.460,2021,2021-06-10,camion larga distancia,MAN D26,Activo,474100.0,10762.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0348,DJZJ70,Hino,FM,2026,2026-05-18,camion carga pesada,A09C,Activo,6100.0,168.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0349,SFFM61,MAN,TGX,2017,2019-08-20,camion larga distancia,D38,Activo,378400.0,11787.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0350,HLBV74,Ford,Cargo 1723,2022,2022-04-19,camion carga mediana,Cummins ISB,Activo,126100.0,4430.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0351,BCNV79,Mercedes,Atego,2018,2019-12-22,camion distribucion,OM924,Activo,482100.0,9268.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0352,DPRL73,Freightliner,Cascadia,2019,2019-08-11,camion larga distancia,Detroit DD15,Activo,123400.0,14357.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0353,BYKS67,Scania,R440,2020,2020-02-03,camion larga distancia,DC13,Activo,207400.0,23306.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0354,MJNX15,Kenworth,T680,2020,2021-09-08,camion larga distancia,PACCAR MX-13,Activo,135100.0,10088.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0355,RGCX11,Ford,Cargo 1933,2015,2015-08-22,camion carga pesada,Cummins ISL,Activo,992500.0,20898.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0356,HPCF09,Mercedes,Axor,2024,2024-06-16,camion carga pesada,OM457,Activo,110000.0,2557.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0357,TVWJ10,Volkswagen,Meteor 28.460,2016,2016-01-10,camion larga distancia,MAN D26,Activo,767600.0,24806.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0358,MMKL96,International,WorkStar,2024,2025-07-28,camion vocacional,MaxxForce 13,Activo,53500.0,1294.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0359,ZSDN65,Hino,GH,2016,2016-05-20,camion distribucion,J08E,Activo,351700.0,17228.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0360,WPJZ79,Volvo,FH16,2026,2026-04-06,camion extra pesado,D16,Activo,6800.0,397.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0361,STCC89,Hino,500,2024,2024-01-17,camion distribucion,J08E,Activo,88800.0,5681.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0362,MLVB28,Freightliner,Cascadia,2020,2020-10-04,camion larga distancia,Detroit DD15,Activo,449900.0,11867.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0363,SMDP97,Scania,R440,2024,2025-05-08,camion larga distancia,DC13,Activo,90400.0,2464.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0364,SVCL62,Iveco,Tector,2025,2025-12-08,camion distribucion,NEF 6,Activo,42800.0,901.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0365,FXWJ13,Mercedes,Arocs,2025,2025-04-24,camion construcción,OM471,Activo,35100.0,1359.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0366,BSTN54,MAN,TGS,2017,2017-03-11,camion vocacional,D26,Activo,1182300.0,19246.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0367,FGPJ82,Volkswagen,Constellation 17.280,2018,2018-08-29,camion distribucion,MAN D08,Activo,320600.0,8175.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0368,GDDW17,Hino,500,2026,2026-05-12,camion distribucion,J08E,de baja,3600.0,126.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0369,BHSW95,Volvo,FH16,2020,2020-06-12,camion extra pesado,D13,Activo,226900.0,6296.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0370,CDVR39,Iveco,S-Way,2015,2015-11-26,camion larga distancia,Cursor 13,Activo,378600.0,23960.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0371,PCHB55,Freightliner,M2 106,2016,2016-03-09,camion distribucion,Cummins ISB,Activo,638600.0,19444.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0372,KYZD08,Iveco,S-Way,2018,2019-01-23,camion larga distancia,Cursor 13,Activo,292100.0,15949.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0373,PJRF74,Kenworth,T680,2023,2023-03-22,camion larga distancia,PACCAR MX-13,Activo,89000.0,3613.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0374,FGHT49,Ford,Cargo 1723,2026,2026-05-02,camion carga mediana,Cummins ISB,Activo,2500.0,148.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0375,BWSC20,Volvo,FH,2020,2020-02-14,camion larga distancia,D13,Activo,171200.0,10577.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0376,HSRR07,International,HV Series,2021,2021-09-22,camion vocacional,International A26,Activo,416700.0,7012.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0377,KKCJ31,Iveco,Tector,2017,2017-04-26,camion distribucion,NEF 6,Activo,318300.0,45598.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0378,VSXP76,Volkswagen,Delivery 11.180,2025,2025-06-10,camion distribucion,Cummins ISF 3.8,Activo,78200.0,2204.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0379,BFXY53,Iveco,Stralis,2025,2025-01-14,camion larga distancia,Cursor 13,Activo,27400.0,1733.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0380,BVJF60,Scania,R440,2015,2015-02-09,camion larga distancia,DC13,Activo,664500.0,23256.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0381,MBLC76,Freightliner,Cascadia,2015,2015-02-22,camion larga distancia,Detroit DD15,Activo,733400.0,24462.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0382,TCRD10,Kenworth,T680,2019,2019-05-31,camion larga distancia,PACCAR MX-13,Activo,268800.0,12853.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0383,MHJS98,Iveco,Stralis,2021,2021-09-28,camion larga distancia,Cursor 13,Activo,487000.0,7213.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0384,GJSF06,Hino,500,2023,2024-09-12,camion distribucion,J08E,Activo,65900.0,8506.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0385,TBHT96,Freightliner,Cascadia,2019,2019-06-14,camion larga distancia,Detroit DD15,Activo,204300.0,8970.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0386,DFSV07,Kenworth,T680,2019,2019-03-30,camion larga distancia,PACCAR MX-13,Activo,510100.0,14101.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0387,KYHW54,International,HV Series,2020,2020-12-17,camion vocacional,International A26,Activo,423500.0,13327.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0388,FXPD39,Scania,R440,2021,2022-04-06,camion larga distancia,DC13,Activo,94800.0,4073.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0389,DCPR24,Volvo,FH16,2024,2024-11-20,camion extra pesado,D13,Activo,203900.0,3872.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0390,DYRG06,Volkswagen,Delivery 11.180,2024,2024-12-14,camion distribucion,Cummins ISF 3.8,Activo,220200.0,3984.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0391,GTJG05,Isuzu,NPR,2019,2019-12-02,camion distribucion,4HK1,Activo,529300.0,11451.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0392,WWRP77,Kenworth,T370,2020,2021-06-09,camion vocacional,PACCAR PX-9,Activo,367500.0,11992.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0393,CVRP74,Kenworth,T880,2026,2026-04-02,camion vocacional pesado,PACCAR MX-13,Activo,6500.0,186.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0394,WXWN63,Volvo,FH,2016,2017-03-04,camion larga distancia,D13,Activo,199800.0,13690.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0395,CGCF90,Hino,FM,2023,2024-04-24,camion carga pesada,A09C,Activo,113600.0,3294.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0396,CSGD76,International,HV Series,2015,2016-06-09,camion vocacional,Cummins L9,Activo,678600.0,10414.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0397,JFLH82,Volvo,FM,2016,2016-09-07,camion carga pesada,D13,Activo,864700.0,16459.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0398,YNRN02,Ford,Cargo 1723,2015,2015-12-17,camion carga mediana,Cummins ISB,Activo,488700.0,14523.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0399,PGRF22,Volvo,FMX,2018,2020-07-30,camion construcción,D13,Activo,104700.0,4134.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0400,PBMD54,Isuzu,CYZ,2021,2022-10-11,camion carga pesada,6UZ1,Activo,499300.0,9738.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0401,MHDT93,Isuzu,FRR,2018,2019-05-16,camion distribucion,4HK1,Activo,190000.0,18719.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0402,HXRW26,Mercedes,Actros,2016,2016-12-19,camion larga distancia,OM471,Activo,602300.0,15677.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0403,VXHJ69,Scania,S500,2023,2023-11-27,camion larga distancia,DC13,Activo,89400.0,3918.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0404,FSKG39,Hino,500,2020,2022-09-18,camion distribucion,J08E,Activo,190100.0,12669.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0405,LTJF57,MAN,TGL,2022,2022-03-18,camion distribucion,D08,Activo,95800.0,5285.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0406,LWPL46,Scania,R440,2019,2021-01-04,camion larga distancia,DC13,Activo,559300.0,9535.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0407,NHYT33,Kenworth,T680,2020,2020-06-25,camion larga distancia,PACCAR MX-13,Activo,498400.0,9109.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0408,XNHZ27,Kenworth,T370,2021,2021-09-08,camion vocacional,PACCAR PX-9,Activo,521700.0,8126.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0409,GCKV59,Scania,S500,2024,2024-12-17,camion larga distancia,DC13,Activo,48900.0,1947.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0410,YPPW59,International,WorkStar,2022,2022-03-30,camion vocacional,MaxxForce 13,Activo,180700.0,4172.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0411,CBNK05,Hino,700,2018,2018-06-11,camion carga pesada,E13C,Activo,153400.0,9200.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0412,PMHB44,Scania,G410,2020,2020-06-02,camion carga pesada,DC13,Activo,442200.0,6820.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0413,MMHY80,Scania,S500,2015,2015-10-21,camion larga distancia,DC13,Activo,234100.0,11413.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0414,MGGZ20,Hino,500,2022,2022-05-01,camion distribucion,J08E,Activo,79800.0,2974.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0415,TGNS52,Hino,FM,2020,2021-05-31,camion carga pesada,A09C,Activo,165000.0,8240.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
