sku,descripcion,sistema,componente,proveedor_principal,lead_time_dias_promedio,costo_unitario_clp,stock_actual,stock_minimo,criticidad,rotacion,activo,updated_at
REP-0299,Sensor de temperatura de refrigerante para camioneta,Sistema de enfriamiento,,No indicado,3.0,18000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0301,Sensor de temperatura de refrigerante para van,Sistema de enfriamiento,,No indicado,3.0,19000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0318,Aceite ATF para transmisión automática para camión pesado,Transmisión,,No indicado,2.0,66000.0,7.0,6.0,media,media,True,2026-05-22 20:41:10.387996
REP-0319,Aceite ATF para transmisión automática para van,Transmisión,,No indicado,2.0,30000.0,7.0,6.0,media,media,True,2026-05-22 20:41:10.387996
REP-0320,Aceite de transmisión manual 75W-90 para auto liviano,Transmisión,,No indicado,2.0,18000.0,7.0,6.0,media,media,True,2026-05-22 20:41:10.387996
REP-0321,Aceite de transmisión manual 75W-90 para bus,Transmisión,,No indicado,2.0,40000.0,7.0,6.0,media,media,True,2026-05-22 20:41:10.387996
REP-0322,Aceite de transmisión manual 75W-90 para camioneta,Transmisión,,No indicado,2.0,22000.0,7.0,6.0,media,media,True,2026-05-22 20:41:10.387996
REP-0323,Aceite de transmisión manual 75W-90 para camión liviano,Transmisión,,No indicado,2.0,32000.0,7.0,6.0,media,media,True,2026-05-22 20:41:10.387996
REP-0324,Aceite de transmisión manual 75W-90 para camión pesado,Transmisión,,No indicado,2.0,54000.0,7.0,6.0,media,media,True,2026-05-22 20:41:10.387996
REP-0325,Aceite de transmisión manual 75W-90 para van,Transmisión,,No indicado,2.0,24000.0,7.0,6.0,media,media,True,2026-05-22 20:41:10.387996
REP-0326,Cilindro esclavo de embrague para auto liviano,Transmisión,,No indicado,4.0,30000.0,7.0,6.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0327,Cilindro esclavo de embrague para bus,Transmisión,,No indicado,4.0,66000.0,7.0,6.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0328,Cilindro esclavo de embrague para camioneta,Transmisión,,No indicado,4.0,38000.0,7.0,6.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0362,Prensa de embrague para bus,Transmisión,,No indicado,4.0,130000.0,3.0,5.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0363,Prensa de embrague para camioneta,Transmisión,,No indicado,4.0,75000.0,3.0,5.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0364,Prensa de embrague para camión liviano,Transmisión,,No indicado,4.0,110000.0,3.0,5.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0365,Prensa de embrague para camión pesado,Transmisión,,No indicado,4.0,180000.0,3.0,5.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0366,Prensa de embrague para van,Transmisión,,No indicado,4.0,81000.0,3.0,5.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0373,Soporte de caja de cambios para auto liviano,Transmisión,,No indicado,4.0,42000.0,3.0,2.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0374,Soporte de caja de cambios para bus,Transmisión,,No indicado,4.0,92000.0,3.0,2.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0375,Soporte de caja de cambios para camioneta,Transmisión,,No indicado,4.0,52000.0,3.0,2.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0376,Soporte de caja de cambios para camión liviano,Transmisión,,No indicado,4.0,76000.0,3.0,2.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0300,Sensor de temperatura de refrigerante para camión liviano,Sistema de enfriamiento,,No indicado,15.0,25000.0,1.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0377,Soporte de caja de cambios para camión pesado,Transmisión,,No indicado,4.0,125000.0,3.0,2.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0383,Alternador para camión pesado,Sistema eléctrico,,No indicado,4.0,270000.0,21.0,20.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0385,Batería 120 Ah para auto liviano,Sistema eléctrico,,No indicado,2.0,260000.0,21.0,20.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0387,Batería 120 Ah para camioneta,Sistema eléctrico,,No indicado,2.0,325000.0,11.0,10.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0402,Batería 60 Ah para van,Sistema eléctrico,,No indicado,2.0,140000.0,26.0,25.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0403,Batería 65 Ah EFB para auto liviano,Sistema eléctrico,,No indicado,2.0,165000.0,26.0,25.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0404,Batería 65 Ah EFB para bus,Sistema eléctrico,,No indicado,2.0,365000.0,26.0,25.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0405,Batería 65 Ah EFB para camioneta,Sistema eléctrico,,No indicado,2.0,205000.0,26.0,25.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0406,Batería 65 Ah EFB para camión liviano,Sistema eléctrico,,No indicado,2.0,295000.0,26.0,25.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0407,Batería 65 Ah EFB para camión pesado,Sistema eléctrico,,No indicado,2.0,495000.0,26.0,25.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0408,Batería 65 Ah EFB para van,Sistema eléctrico,,No indicado,2.0,225000.0,26.0,25.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0409,Batería 90 Ah para auto liviano,Sistema eléctrico,,No indicado,2.0,180000.0,26.0,25.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0410,Batería 90 Ah para bus,Sistema eléctrico,,No indicado,2.0,400000.0,26.0,25.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0411,Batería 90 Ah para camioneta,Sistema eléctrico,,No indicado,2.0,230000.0,26.0,25.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0412,Batería 90 Ah para camión liviano,Sistema eléctrico,,No indicado,2.0,330000.0,26.0,25.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0413,Batería 90 Ah para camión pesado,Sistema eléctrico,,No indicado,2.0,550000.0,26.0,25.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0414,Batería 90 Ah para van,Sistema eléctrico,,No indicado,2.0,245000.0,26.0,25.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0415,Bobina de encendido para auto liviano,Sistema eléctrico,,No indicado,3.0,32000.0,26.0,25.0,media,media,True,2026-05-22 20:41:10.387996
REP-0416,Bobina de encendido para bus,Sistema eléctrico,,No indicado,3.0,70000.0,26.0,25.0,media,media,True,2026-05-22 20:41:10.387996
REP-0417,Bobina de encendido para camioneta,Sistema eléctrico,,No indicado,3.0,40000.0,26.0,25.0,media,media,True,2026-05-22 20:41:10.387996
REP-0418,Bobina de encendido para camión liviano,Sistema eléctrico,,No indicado,3.0,58000.0,26.0,25.0,media,media,True,2026-05-22 20:41:10.387996
REP-0419,Bobina de encendido para camión pesado,Sistema eléctrico,,No indicado,3.0,96000.0,26.0,25.0,media,media,True,2026-05-22 20:41:10.387996
REP-0420,Bobina de encendido para van,Sistema eléctrico,,No indicado,3.0,43000.0,26.0,25.0,media,media,True,2026-05-22 20:41:10.387996
REP-0421,Borne de batería negativo para auto liviano,Sistema eléctrico,,No indicado,2.0,5000.0,26.0,25.0,media,media,True,2026-05-22 20:41:10.387996
REP-0422,Borne de batería negativo para bus,Sistema eléctrico,,No indicado,2.0,11000.0,26.0,25.0,media,media,True,2026-05-22 20:41:10.387996
REP-0423,Borne de batería negativo para camioneta,Sistema eléctrico,,No indicado,2.0,6000.0,26.0,25.0,media,media,True,2026-05-22 20:41:10.387996
REP-0472,Amortiguador trasero derecho para bus,Suspensión,,No indicado,2.0,45000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0473,Amortiguador trasero derecho para camioneta,Suspensión,,No indicado,2.0,26000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0474,Amortiguador trasero derecho para camión liviano,Suspensión,,No indicado,2.0,37000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0475,Amortiguador trasero derecho para camión pesado,Suspensión,,No indicado,2.0,61000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0476,Amortiguador trasero derecho para van,Suspensión,,No indicado,2.0,28000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0477,Amortiguador trasero izquierdo para auto liviano,Suspensión,,No indicado,2.0,20000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0478,Amortiguador trasero izquierdo para bus,Suspensión,,No indicado,2.0,45000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0479,Amortiguador trasero izquierdo para camioneta,Suspensión,,No indicado,2.0,26000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0480,Amortiguador trasero izquierdo para camión liviano,Suspensión,,No indicado,2.0,37000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0481,Amortiguador trasero izquierdo para camión pesado,Suspensión,,No indicado,2.0,61000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0482,Amortiguador trasero izquierdo para van,Suspensión,,No indicado,2.0,28000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0483,Bandeja de suspensión delantera derecha para auto liviano,Suspensión,,No indicado,3.0,52000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0484,Bandeja de suspensión delantera derecha para bus,Suspensión,,No indicado,3.0,115000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0485,Bandeja de suspensión delantera derecha para camioneta,Suspensión,,No indicado,3.0,65000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0486,Bandeja de suspensión delantera derecha para camión liviano,Suspensión,,No indicado,3.0,94000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0487,Bandeja de suspensión delantera derecha para camión pesado,Suspensión,,No indicado,3.0,155000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0488,Bandeja de suspensión delantera derecha para van,Suspensión,,No indicado,3.0,70000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0489,Bandeja de suspensión delantera izquierda para auto liviano,Suspensión,,No indicado,3.0,52000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0490,Bandeja de suspensión delantera izquierda para bus,Suspensión,,No indicado,3.0,115000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0491,Bandeja de suspensión delantera izquierda para camioneta,Suspensión,,No indicado,3.0,65000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0492,Bandeja de suspensión delantera izquierda para camión liviano,Suspensión,,No indicado,3.0,94000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0493,Bandeja de suspensión delantera izquierda para camión pesado,Suspensión,,No indicado,3.0,155000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0056,Manguera de refrigeración,Sistema de Enfriamiento,,No indicado,30.0,25000.0,7.0,6.0,media,media,True,2026-05-22 20:41:10.387996
REP-0494,Bandeja de suspensión delantera izquierda para van,Suspensión,,No indicado,3.0,70000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0495,Bandeja de suspensión trasera derecha para auto liviano,Suspensión,,No indicado,4.0,70000.0,4.0,3.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0496,Bandeja de suspensión trasera derecha para bus,Suspensión,,No indicado,4.0,155000.0,4.0,3.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0515,Bieleta de barra estabilizadora trasera para camioneta,Suspensión,,No indicado,2.0,15000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0516,Bieleta de barra estabilizadora trasera para camión liviano,Suspensión,,No indicado,2.0,22000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0517,Bieleta de barra estabilizadora trasera para camión pesado,Suspensión,,No indicado,2.0,36000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0518,Bieleta de barra estabilizadora trasera para van,Suspensión,,No indicado,2.0,16000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0519,Buje de bandeja de suspensión delantera para auto liviano,Suspensión,,No indicado,2.0,9000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0520,Buje de bandeja de suspensión delantera para bus,Suspensión,,No indicado,2.0,20000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0521,Buje de bandeja de suspensión delantera para camioneta,Suspensión,,No indicado,2.0,11000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0522,Buje de bandeja de suspensión delantera para camión liviano,Suspensión,,No indicado,2.0,16000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0523,Buje de bandeja de suspensión delantera para camión pesado,Suspensión,,No indicado,2.0,27000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0524,Buje de bandeja de suspensión delantera para van,Suspensión,,No indicado,2.0,12000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0525,Buje de barra estabilizadora delantera para auto liviano,Suspensión,,No indicado,2.0,6000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0526,Buje de barra estabilizadora delantera para bus,Suspensión,,No indicado,2.0,13000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0527,Buje de barra estabilizadora delantera para camioneta,Suspensión,,No indicado,2.0,7500.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0528,Buje de barra estabilizadora delantera para camión liviano,Suspensión,,No indicado,2.0,11000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0529,Buje de barra estabilizadora delantera para camión pesado,Suspensión,,No indicado,2.0,18000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0530,Buje de barra estabilizadora delantera para van,Suspensión,,No indicado,2.0,8000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0531,Cazoleta de amortiguador delantero para auto liviano,Suspensión,,No indicado,3.0,18000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0532,Cazoleta de amortiguador delantero para bus,Suspensión,,No indicado,3.0,40000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0533,Cazoleta de amortiguador delantero para camioneta,Suspensión,,No indicado,3.0,22000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0534,Cazoleta de amortiguador delantero para camión liviano,Suspensión,,No indicado,3.0,32000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0535,Cazoleta de amortiguador delantero para camión pesado,Suspensión,,No indicado,3.0,54000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0536,Cazoleta de amortiguador delantero para van,Suspensión,,No indicado,3.0,24000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0537,Rótula inferior delantera para auto liviano,Suspensión,,No indicado,2.0,17000.0,3.0,2.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0538,Rótula inferior delantera para bus,Suspensión,,No indicado,2.0,37000.0,3.0,2.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0539,Rótula inferior delantera para camioneta,Suspensión,,No indicado,2.0,21000.0,3.0,2.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0540,Rótula inferior delantera para camión liviano,Suspensión,,No indicado,2.0,31000.0,3.0,2.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0541,Rótula inferior delantera para camión pesado,Suspensión,,No indicado,2.0,51000.0,3.0,2.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0542,Rótula inferior delantera para van,Suspensión,,No indicado,2.0,23000.0,3.0,2.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0543,Rótula superior delantera para auto liviano,Suspensión,,No indicado,3.0,22000.0,3.0,2.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0544,Rótula superior delantera para bus,Suspensión,,No indicado,3.0,48000.0,3.0,2.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0545,Rótula superior delantera para camioneta,Suspensión,,No indicado,3.0,28000.0,3.0,2.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0549,Bomba de dirección hidráulica para auto liviano,Dirección,,No indicado,5.0,110000.0,6.0,5.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0550,Bomba de dirección hidráulica para bus,Dirección,,No indicado,5.0,240000.0,6.0,5.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0551,Bomba de dirección hidráulica para camioneta,Dirección,,No indicado,5.0,140000.0,9.0,8.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0552,Bomba de dirección hidráulica para camión liviano,Dirección,,No indicado,5.0,200000.0,6.0,5.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0553,Bomba de dirección hidráulica para camión pesado,Dirección,,No indicado,5.0,330000.0,6.0,5.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0554,Bomba de dirección hidráulica para van,Dirección,,No indicado,5.0,150000.0,9.0,8.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0555,Brazo axial de dirección derecho para auto liviano,Dirección,,No indicado,3.0,18000.0,9.0,8.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0556,Brazo axial de dirección derecho para bus,Dirección,,No indicado,3.0,40000.0,9.0,8.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0557,Brazo axial de dirección derecho para camioneta,Dirección,,No indicado,3.0,22000.0,6.0,5.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0558,Brazo axial de dirección derecho para camión liviano,Dirección,,No indicado,3.0,32000.0,6.0,5.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0559,Brazo axial de dirección derecho para camión pesado,Dirección,,No indicado,3.0,54000.0,6.0,5.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0560,Brazo axial de dirección derecho para van,Dirección,,No indicado,3.0,24000.0,6.0,5.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0561,Brazo axial de dirección izquierdo para auto liviano,Dirección,,No indicado,3.0,18000.0,6.0,5.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0562,Brazo axial de dirección izquierdo para bus,Dirección,,No indicado,3.0,40000.0,6.0,5.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0563,Brazo axial de dirección izquierdo para camioneta,Dirección,,No indicado,3.0,22000.0,6.0,5.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0564,Brazo axial de dirección izquierdo para camión liviano,Dirección,,No indicado,3.0,32000.0,8.0,7.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0565,Brazo axial de dirección izquierdo para camión pesado,Dirección,,No indicado,3.0,54000.0,7.0,6.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0566,Brazo axial de dirección izquierdo para van,Dirección,,No indicado,3.0,24000.0,6.0,5.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0567,Cremallera de dirección hidráulica para auto liviano,Dirección,,No indicado,5.0,180000.0,6.0,5.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0568,Cremallera de dirección hidráulica para bus,Dirección,,No indicado,5.0,395000.0,6.0,5.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0569,Cremallera de dirección hidráulica para camioneta,Dirección,,No indicado,5.0,225000.0,6.0,5.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0570,Cremallera de dirección hidráulica para camión liviano,Dirección,,No indicado,5.0,325000.0,11.0,10.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0573,Cruceta de columna de dirección para auto liviano,Dirección,,No indicado,4.0,30000.0,56.0,55.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0579,Depósito de líquido de dirección para camión pesado,Dirección,,No indicado,4.0,66000.0,55.0,54.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0581,Manguera de alta presión de dirección para auto liviano,Dirección,,No indicado,4.0,38000.0,9.0,8.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0582,Manguera de alta presión de dirección para bus,Dirección,,No indicado,4.0,84000.0,9.0,8.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0583,Manguera de alta presión de dirección para camioneta,Dirección,,No indicado,4.0,48000.0,9.0,8.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0584,Manguera de alta presión de dirección para camión liviano,Dirección,,No indicado,4.0,68000.0,9.0,8.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0585,Manguera de alta presión de dirección para camión pesado,Dirección,,No indicado,4.0,115000.0,9.0,8.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0586,Manguera de alta presión de dirección para van,Dirección,,No indicado,4.0,51000.0,23.0,22.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0589,Terminal de dirección exterior derecho para camioneta,Dirección,,No indicado,2.0,15000.0,2.0,1.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0590,Terminal de dirección exterior derecho para camión liviano,Dirección,,No indicado,2.0,22000.0,4.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0592,Terminal de dirección exterior derecho para van,Dirección,,No indicado,2.0,16000.0,14.0,13.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0595,Terminal de dirección exterior izquierdo para camioneta,Dirección,,No indicado,2.0,15000.0,13.0,12.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0599,Bomba hidráulica auxiliar para bus,Sistema hidráulico,,No indicado,5.0,485000.0,7.0,6.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0600,Bomba hidráulica auxiliar para camión liviano,Sistema hidráulico,,No indicado,5.0,395000.0,7.0,6.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0601,Bomba hidráulica auxiliar para camión pesado,Sistema hidráulico,,No indicado,5.0,660000.0,7.0,6.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0602,Cilindro hidráulico de levante para bus,Sistema hidráulico,,No indicado,5.0,620000.0,7.0,6.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0603,Cilindro hidráulico de levante para camión liviano,Sistema hidráulico,,No indicado,5.0,500000.0,7.0,6.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0604,Cilindro hidráulico de levante para camión pesado,Sistema hidráulico,,No indicado,5.0,840000.0,7.0,6.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0605,Filtro hidráulico de retorno para bus,Sistema hidráulico,,No indicado,4.0,55000.0,2.0,1.0,media,media,True,2026-05-22 20:41:10.387996
REP-0606,Filtro hidráulico de retorno para camión liviano,Sistema hidráulico,,No indicado,4.0,45000.0,2.0,1.0,media,media,True,2026-05-22 20:41:10.387996
REP-0607,Filtro hidráulico de retorno para camión pesado,Sistema hidráulico,,No indicado,4.0,75000.0,7.0,6.0,media,media,True,2026-05-22 20:41:10.387996
REP-0608,Manguera hidráulica de alta presión para bus,Sistema hidráulico,,No indicado,4.0,120000.0,7.0,6.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0609,Manguera hidráulica de alta presión para camión liviano,Sistema hidráulico,,No indicado,4.0,99000.0,7.0,6.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0610,Manguera hidráulica de alta presión para camión pesado,Sistema hidráulico,,No indicado,4.0,165000.0,7.0,6.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0611,Bomba de combustible diésel para auto liviano,Sistema de combustible,,No indicado,5.0,140000.0,4.0,3.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0612,Bomba de combustible diésel para bus,Sistema de combustible,,No indicado,5.0,310000.0,4.0,3.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0613,Bomba de combustible diésel para camioneta,Sistema de combustible,,No indicado,5.0,175000.0,4.0,3.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0614,Bomba de combustible diésel para camión liviano,Sistema de combustible,,No indicado,5.0,250000.0,7.0,6.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0615,Bomba de combustible diésel para camión pesado,Sistema de combustible,,No indicado,5.0,420000.0,7.0,6.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0616,Bomba de combustible diésel para van,Sistema de combustible,,No indicado,5.0,190000.0,7.0,6.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0625,Filtro de combustible para camioneta,Sistema de combustible,,No indicado,2.0,9500.0,3.0,2.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0626,Filtro de combustible para camión liviano,Sistema de combustible,,No indicado,2.0,14000.0,3.0,2.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0627,Filtro de combustible para camión pesado,Sistema de combustible,,No indicado,2.0,22000.0,3.0,2.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0628,Filtro de combustible para van,Sistema de combustible,,No indicado,2.0,10000.0,3.0,2.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0629,Filtro separador de agua de combustible para auto liviano,Sistema de combustible,,No indicado,3.0,18000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
