activo_id,fecha_corte,horizonte_dias,edad_dias,edad_anos,odometro_actual,horometro_actual,km_dia_promedio,horas_dia_promedio,dias_desde_ultima_ot,count_ot_30d,count_ot_90d,count_correctivas_30d,count_correctivas_90d,costo_total_30d,costo_total_90d,dias_ult_correctiva_motor,dias_ult_correctiva_frenos,dias_ult_correctiva_transmision,target,created_at,count_ot_7d,count_correctivas_7d,costo_total_7d,mtbf_90d
ACE-1035,2026-06-15,7,2929.0,8.019164955509925,167316.0,10520.7,-1.0,-1.0,54.0,-1.0,1.0,-1.0,-1.0,-1.0,188000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1036,2026-06-15,7,450.0,1.2320328542094456,61607.0,1670.9,-1.0,-1.0,58.0,-1.0,1.0,-1.0,-1.0,-1.0,295000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1037,2026-06-15,7,1859.0,5.089664613278576,305766.0,9228.1,-1.0,-1.0,24.0,1.0,2.0,-1.0,-1.0,297000.0,776000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1038,2026-06-15,7,588.0,1.6098562628336757,130996.0,2543.7,-1.0,-1.0,68.0,-1.0,1.0,-1.0,-1.0,-1.0,514000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1039,2026-06-15,7,1375.0,3.7645448323066395,224348.0,6920.2,-1.0,-1.0,194.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1040,2026-06-15,7,3759.0,10.291581108829568,1245501.0,21116.6,-1.0,-1.0,218.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1041,2026-06-15,7,159.0,0.4353182751540041,25397.0,433.0,-1.0,-1.0,44.0,-1.0,2.0,-1.0,1.0,-1.0,2545000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1042,2026-06-15,7,1493.0,4.087611225188227,95765.0,5680.1,-1.0,-1.0,167.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1043,2026-06-15,7,1960.0,5.366187542778919,371662.0,13102.1,-1.0,-1.0,54.0,-1.0,1.0,-1.0,-1.0,-1.0,426000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1044,2026-06-15,7,3447.0,9.437371663244353,272050.0,11750.6,-1.0,-1.0,81.0,-1.0,1.0,-1.0,1.0,-1.0,786000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1045,2026-06-15,7,1504.0,4.117727583846681,172074.0,6231.0,-1.0,-1.0,212.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1046,2026-06-15,7,870.0,2.3819301848049284,61033.0,2434.0,-1.0,-1.0,95.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1047,2026-06-15,7,1141.0,3.1238877481177276,168175.0,4956.0,-1.0,-1.0,58.0,-1.0,1.0,-1.0,-1.0,-1.0,800000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1048,2026-06-15,7,1368.0,3.7453798767967146,99183.0,3719.7,-1.0,-1.0,45.0,-1.0,2.0,-1.0,1.0,-1.0,1364000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1049,2026-06-15,7,4123.0,11.288158795345653,583456.0,17404.9,-1.0,-1.0,94.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1050,2026-06-15,7,3693.0,10.11088295687885,650522.0,19145.8,-1.0,-1.0,70.0,-1.0,1.0,-1.0,1.0,-1.0,1706000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1051,2026-06-15,7,3922.0,10.737850787132102,1138158.0,17812.6,-1.0,-1.0,147.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1052,2026-06-15,7,1826.0,4.999315537303217,401632.0,12837.9,-1.0,-1.0,21.0,1.0,1.0,1.0,1.0,391000.0,391000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1053,2026-06-15,7,924.0,2.529774127310062,65595.0,3266.8,-1.0,-1.0,59.0,-1.0,2.0,-1.0,1.0,-1.0,2695000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1054,2026-06-15,7,2793.0,7.646817248459959,1130693.0,20267.3,-1.0,-1.0,25.0,1.0,1.0,1.0,1.0,2764000.0,2764000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1055,2026-06-15,7,2343.0,6.414784394250513,231353.0,6669.9,-1.0,-1.0,23.0,1.0,2.0,-1.0,-1.0,503000.0,948000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1056,2026-06-15,7,219.0,0.5995893223819302,14233.0,438.3,-1.0,-1.0,53.0,-1.0,1.0,-1.0,1.0,-1.0,1301000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1057,2026-06-15,7,907.0,2.4832306639288158,374420.0,7133.7,-1.0,-1.0,22.0,1.0,2.0,-1.0,1.0,576000.0,2403000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1058,2026-06-15,7,921.0,2.521560574948665,115683.0,3282.4,-1.0,-1.0,117.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1059,2026-06-15,7,1437.0,3.9342915811088295,115729.0,4687.8,-1.0,-1.0,38.0,-1.0,2.0,-1.0,1.0,-1.0,1586000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1060,2026-06-15,7,3595.0,9.842573579739904,1148198.0,19390.9,-1.0,-1.0,103.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1061,2026-06-15,7,611.0,1.672826830937714,123651.0,2452.9,-1.0,-1.0,135.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1062,2026-06-15,7,3763.0,10.302532511978097,334117.0,17658.1,-1.0,-1.0,67.0,-1.0,2.0,-1.0,1.0,-1.0,2390000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1063,2026-06-15,7,2876.0,7.874058863791923,304962.0,10103.5,-1.0,-1.0,129.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1064,2026-06-15,7,3420.0,9.363449691991786,413102.0,27624.0,-1.0,-1.0,24.0,1.0,5.0,1.0,4.0,958000.0,5373000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1065,2026-06-15,7,3585.0,9.815195071868583,434497.0,16253.1,-1.0,-1.0,42.0,-1.0,1.0,-1.0,1.0,-1.0,962000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1066,2026-06-15,7,2052.0,5.618069815195072,391673.0,11914.2,-1.0,-1.0,96.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1067,2026-06-15,7,3608.0,9.878165639972622,228177.0,10802.7,-1.0,-1.0,563.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1068,2026-06-15,7,2620.0,7.173169062286106,269816.0,6620.1,-1.0,-1.0,504.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1069,2026-06-15,7,2604.0,7.129363449691992,292594.0,13515.1,-1.0,-1.0,262.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1070,2026-06-15,7,2408.0,6.5927446954141,471317.0,16150.2,-1.0,-1.0,106.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1071,2026-06-15,7,505.0,1.3826146475017111,43350.0,1803.7,-1.0,-1.0,34.0,-1.0,1.0,-1.0,1.0,-1.0,1005000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1072,2026-06-15,7,3191.0,8.736481861738536,243435.0,9636.1,-1.0,-1.0,67.0,-1.0,1.0,-1.0,1.0,-1.0,1851000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1073,2026-06-15,7,1559.0,4.268309377138946,161152.0,7964.2,-1.0,-1.0,30.0,-1.0,2.0,-1.0,1.0,-1.0,1891000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1074,2026-06-15,7,635.0,1.7385352498288844,49937.0,4791.8,-1.0,-1.0,195.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1075,2026-06-15,7,3117.0,8.53388090349076,404713.0,11695.7,-1.0,-1.0,89.0,-1.0,1.0,-1.0,1.0,-1.0,2080000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1076,2026-06-15,7,479.0,1.3114305270362765,99140.0,1665.9,-1.0,-1.0,181.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1077,2026-06-15,7,2071.0,5.670088980150582,439394.0,6822.7,-1.0,-1.0,89.0,-1.0,1.0,-1.0,1.0,-1.0,1898000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1078,2026-06-15,7,2982.0,8.164271047227926,506316.0,14095.4,-1.0,-1.0,47.0,-1.0,3.0,-1.0,2.0,-1.0,2424000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1079,2026-06-15,7,1177.0,3.2224503764544834,176721.0,4496.3,-1.0,-1.0,89.0,-1.0,1.0,-1.0,-1.0,-1.0,344000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1080,2026-06-15,7,1217.0,3.3319644079397674,182685.0,5408.0,-1.0,-1.0,124.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1081,2026-06-15,7,1309.0,3.583846680355921,122175.0,12773.6,-1.0,-1.0,72.0,-1.0,1.0,-1.0,1.0,-1.0,1883000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1082,2026-06-15,7,1013.0,2.7734428473648185,289677.0,5333.9,-1.0,-1.0,114.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1083,2026-06-15,7,131.0,0.3586584531143053,14543.0,508.9,-1.0,-1.0,38.0,-1.0,2.0,-1.0,-1.0,-1.0,997000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1084,2026-06-15,7,2391.0,6.546201232032854,233601.0,8537.9,-1.0,-1.0,78.0,-1.0,1.0,-1.0,1.0,-1.0,1267000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1085,2026-06-15,7,2195.0,6.009582477754963,604906.0,13397.2,-1.0,-1.0,44.0,-1.0,1.0,-1.0,1.0,-1.0,1743000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1086,2026-06-15,7,2453.0,6.715947980835044,304210.0,40471.1,-1.0,-1.0,80.0,-1.0,1.0,-1.0,-1.0,-1.0,325000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1087,2026-06-15,7,1735.0,4.7501711156741955,332306.0,9198.1,-1.0,-1.0,96.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1088,2026-06-15,7,3517.0,9.6290212183436,877354.0,14001.8,-1.0,-1.0,33.0,-1.0,1.0,-1.0,-1.0,-1.0,635000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1089,2026-06-15,7,443.0,1.212867898699521,12614.0,388.7,-1.0,-1.0,366.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1090,2026-06-15,7,3494.0,9.566050650239562,263704.0,11111.6,-1.0,-1.0,414.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1091,2026-06-15,7,2989.0,8.183436002737851,132710.0,12492.8,-1.0,-1.0,49.0,-1.0,1.0,-1.0,-1.0,-1.0,261000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1092,2026-06-15,7,1021.0,2.7953456536618755,125706.0,4807.9,-1.0,-1.0,31.0,-1.0,2.0,-1.0,1.0,-1.0,2075000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1093,2026-06-15,7,594.0,1.626283367556468,92402.0,2548.8,-1.0,-1.0,23.0,1.0,1.0,-1.0,-1.0,532000.0,532000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1094,2026-06-15,7,1852.0,5.070499657768652,136770.0,5830.2,-1.0,-1.0,21.0,1.0,3.0,-1.0,2.0,306000.0,3611000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1095,2026-06-15,7,2839.0,7.772758384668036,450740.0,14579.0,-1.0,-1.0,169.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1096,2026-06-15,7,1588.0,4.347707049965777,183314.0,4954.9,-1.0,-1.0,50.0,-1.0,1.0,-1.0,-1.0,-1.0,501000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1097,2026-06-15,7,119.0,0.3258042436687201,8696.0,322.8,-1.0,-1.0,61.0,-1.0,1.0,-1.0,-1.0,-1.0,235000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1098,2026-06-15,7,369.0,1.0102669404517455,18018.0,511.0,-1.0,-1.0,220.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1099,2026-06-15,7,4092.0,11.203285420944558,213933.0,8253.5,-1.0,-1.0,163.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1100,2026-06-15,7,1136.0,3.1101984941820673,59676.0,3322.2,-1.0,-1.0,237.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1101,2026-06-15,7,54.0,0.14784394250513347,1419.0,17.2,-1.0,-1.0,23.0,1.0,1.0,-1.0,-1.0,310000.0,310000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1102,2026-06-15,7,701.0,1.919233401779603,45452.0,2462.3,-1.0,-1.0,82.0,-1.0,1.0,-1.0,-1.0,-1.0,265000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1103,2026-06-15,7,2006.0,5.492128678986996,101317.0,4262.4,-1.0,-1.0,82.0,-1.0,1.0,-1.0,1.0,-1.0,1402000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1104,2026-06-15,7,1616.0,4.424366872005476,368684.0,7421.8,-1.0,-1.0,26.0,1.0,3.0,1.0,1.0,2535000.0,3002000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1105,2026-06-15,7,492.0,1.3470225872689938,76951.0,2234.0,-1.0,-1.0,99.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1106,2026-06-15,7,3632.0,9.943874058863791,933036.0,14529.7,-1.0,-1.0,167.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1107,2026-06-15,7,2880.0,7.885010266940451,731632.0,15437.1,-1.0,-1.0,0.0,1.0,2.0,-1.0,1.0,1751449.9999999998,3274450.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,1,-1,1751450.0,-1
ACE-1108,2026-06-15,7,2664.0,7.293634496919918,213987.0,13760.3,-1.0,-1.0,28.0,1.0,1.0,-1.0,-1.0,400000.0,400000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1109,2026-06-15,7,825.0,2.2587268993839835,67460.0,4441.7,-1.0,-1.0,90.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1110,2026-06-15,7,3092.0,8.465434633812457,410007.0,10261.9,-1.0,-1.0,53.0,-1.0,1.0,-1.0,1.0,-1.0,3620000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1111,2026-06-15,7,870.0,2.3819301848049284,43749.0,1732.1,-1.0,-1.0,104.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1112,2026-06-15,7,1095.0,2.9979466119096507,102272.0,3981.0,-1.0,-1.0,96.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1113,2026-06-15,7,1807.0,4.947296372347707,210796.0,5656.9,-1.0,-1.0,50.0,-1.0,2.0,-1.0,1.0,-1.0,2568000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1114,2026-06-15,7,3484.0,9.538672142368242,735996.0,13664.0,-1.0,-1.0,34.0,-1.0,2.0,-1.0,1.0,-1.0,1906000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1115,2026-06-15,7,1420.0,3.887748117727584,143868.0,3277.8,-1.0,-1.0,68.0,-1.0,1.0,-1.0,-1.0,-1.0,341000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1116,2026-06-15,7,3676.0,10.064339493497604,268774.0,11405.1,-1.0,-1.0,115.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1117,2026-06-15,7,110.0,0.30116358658453113,5729.0,407.4,-1.0,-1.0,59.0,-1.0,2.0,-1.0,2.0,-1.0,2333000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1118,2026-06-15,7,460.0,1.2594113620807665,67349.0,1751.4,-1.0,-1.0,52.0,-1.0,1.0,-1.0,-1.0,-1.0,233000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1119,2026-06-15,7,3942.0,10.792607802874743,287255.0,10633.1,-1.0,-1.0,231.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1120,2026-06-15,7,3259.0,8.922655715263518,818829.0,13444.2,-1.0,-1.0,99.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1121,2026-06-15,7,1052.0,2.8802190280629705,110889.0,3980.5,-1.0,-1.0,225.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1122,2026-06-15,7,139.0,0.3805612594113621,17408.0,551.1,-1.0,-1.0,53.0,-1.0,1.0,-1.0,-1.0,-1.0,576000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1123,2026-06-15,7,3515.0,9.623545516769337,148456.0,12268.6,-1.0,-1.0,302.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1124,2026-06-15,7,92.0,0.2518822724161533,7377.0,249.5,-1.0,-1.0,43.0,-1.0,1.0,-1.0,1.0,-1.0,1172000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1125,2026-06-15,7,903.0,2.4722792607802875,67337.0,4094.1,-1.0,-1.0,67.0,-1.0,1.0,-1.0,-1.0,-1.0,248000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1126,2026-06-15,7,897.0,2.455852156057495,157406.0,2655.6,-1.0,-1.0,65.0,-1.0,1.0,-1.0,1.0,-1.0,1459000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1127,2026-06-15,7,4160.0,11.38945927446954,530197.0,30064.2,-1.0,-1.0,94.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1128,2026-06-15,7,1145.0,3.134839151266256,101218.0,2980.7,-1.0,-1.0,33.0,-1.0,2.0,-1.0,2.0,-1.0,4264000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1129,2026-06-15,7,1904.0,5.212867898699521,673176.0,11936.3,-1.0,-1.0,110.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1130,2026-06-15,7,3999.0,10.948665297741274,677289.0,24305.7,-1.0,-1.0,43.0,-1.0,1.0,-1.0,1.0,-1.0,777000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1131,2026-06-15,7,2155.0,5.900068446269678,545736.0,10903.7,-1.0,-1.0,29.0,1.0,2.0,-1.0,1.0,312000.0,1868000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1132,2026-06-15,7,3896.0,10.666666666666666,1393790.0,27224.7,-1.0,-1.0,38.0,-1.0,1.0,-1.0,1.0,-1.0,679000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1133,2026-06-15,7,1139.0,3.1184120465434635,105381.0,5151.7,-1.0,-1.0,0.0,1.0,2.0,-1.0,-1.0,839499.9999999999,1569500.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,1,-1,839500.0,-1
ACE-1134,2026-06-15,7,2060.0,5.639972621492129,665406.0,11519.9,-1.0,-1.0,28.0,1.0,1.0,-1.0,-1.0,822000.0,822000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1135,2026-06-15,7,136.0,0.3723477070499658,3368.0,172.7,-1.0,-1.0,86.0,-1.0,1.0,-1.0,-1.0,-1.0,736000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1136,2026-06-15,7,971.0,2.6584531143052703,96926.0,10460.3,-1.0,-1.0,41.0,-1.0,1.0,-1.0,-1.0,-1.0,293000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-1137,2026-06-15,7,2601.0,7.121149897330596,205122.0,10238.1,-1.0,-1.0,59.0,-1.0,1.0,-1.0,1.0,-1.0,1804000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
