sku,descripcion,stock_actual,lead_time_dias,criticidad,costo_unitario_clp,cobertura_dias,fecha_calculo,sistema,cantidad_promedio_por_intervencion,n_intervenciones_proximas,stock_requerido,brecha
REP-0070,Sello de diferencial,5.0,30,media,85000.0,,2026-06-15 21:25:45.508967,transmisión,15.794871794871796,0,0.0,5.0
REP-0043,Caliper de freno trasero derecho para camión liviano,5.0,4,alta,110000.0,,2026-06-15 21:25:47.006183,sistema de frenos,0.0,2,0.0,5.0
REP-0031,Caliper de freno delantero izquierdo para camión liviano,55.0,4,alta,115000.0,,2026-06-15 21:25:48.432536,sistema de frenos,0.0,2,0.0,55.0
REP-0040,Caliper de freno trasero derecho para bus,9.0,4,alta,135000.0,,2026-06-15 21:25:49.890152,sistema de frenos,0.0,2,0.0,9.0
REP-0026,Disco de freno frontal,5.0,30,media,110000.0,,2026-06-15 21:25:51.362372,sistema de frenos,0.0,2,0.0,5.0
REP-0027,Caliper de freno delantero izquierdo para bus,5.0,4,alta,145000.0,,2026-06-15 21:25:53.037093,sistema de frenos,0.0,2,0.0,5.0
REP-0076,Kit limpieza inyectores motor,5.0,30,media,145000.0,,2026-06-15 21:25:54.608575,motor,17.5,2,35.0,-30.0
REP-0033,Caliper de freno delantero izquierdo para camión pesado,9.0,4,alta,195000.0,,2026-06-15 21:25:56.184322,sistema de frenos,0.0,2,0.0,9.0
REP-0003,Bomba central de freno para bus,9.0,4,alta,105000.0,,2026-06-15 21:25:57.891015,sistema de frenos,4.25,2,8.5,0.5
REP-0005,Bomba central de freno para camioneta,6.0,4,alta,60000.0,,2026-06-15 21:25:59.325865,sistema de frenos,5.037037037037037,2,10.074074074074074,-4.074074074074074
REP-0006,Pastilla de freno frontal derecha,9.0,30,media,45000.0,,2026-06-15 21:26:00.640685,sistema de frenos,9.846153846153847,2,19.692307692307693,-10.692307692307692
REP-0007,Bomba central de freno para camión liviano,9.0,4,alta,86000.0,,2026-06-15 21:26:02.089777,sistema de frenos,4.761904761904762,2,9.523809523809524,-0.5238095238095238
REP-0008,Sello de transmisión,9.0,30,media,120000.0,,2026-06-15 21:26:03.671989,transmisión,11.448275862068966,0,0.0,9.0
REP-0009,Batería 12V 100Ah,6.0,30,media,125000.0,,2026-06-15 21:26:05.226002,sistema eléctrico,4.0,0,0.0,6.0
REP-0010,Bomba central de freno para camión pesado,6.0,4,alta,145000.0,,2026-06-15 21:26:06.530547,sistema de frenos,4.0,2,8.0,-2.0
REP-0012,Bomba central de freno para van,6.0,4,alta,65000.0,,2026-06-15 21:26:08.077193,sistema de frenos,4.5,2,9.0,-3.0
REP-0013,Bujía estándar,6.0,30,media,8000.0,,2026-06-15 21:26:09.611987,motor,4.0,2,8.0,-2.0
REP-0014,Caliper de freno delantero derecho para auto liviano,6.0,4,alta,65000.0,,2026-06-15 21:26:11.128214,sistema de frenos,0.0,2,0.0,6.0
REP-0001,Bomba central de freno para auto liviano,156.0,4,alta,48000.0,,2026-06-15 21:26:12.453091,sistema de frenos,4.9655172413793105,2,9.931034482758621,146.06896551724137
REP-0002,Filtro de aire estándar,5.0,30,media,15000.0,,2026-06-15 21:26:13.746467,motor,10.488888888888889,2,20.977777777777778,-15.977777777777778
REP-0022,Caliper de freno delantero derecho para camión pesado,5.0,4,alta,195000.0,,2026-06-15 21:26:15.222349,sistema de frenos,0.0,2,0.0,5.0
REP-0023,Caliper de freno delantero derecho para van,5.0,4,alta,88000.0,,2026-06-15 21:26:16.771396,sistema de frenos,0.0,2,0.0,5.0
REP-0024,Cigüeñal rectificado,8.0,30,media,450000.0,,2026-06-15 21:26:18.079937,motor,0.0,2,0.0,8.0
REP-0036,Termostato 85°C,33.0,30,media,95000.0,,2026-06-15 21:26:19.546682,sistema de enfriamiento,4.0,1,4.0,29.0
REP-0045,Caliper de freno trasero derecho para camión pesado,5.0,4,alta,185000.0,,2026-06-15 21:26:21.344379,sistema de frenos,0.0,2,0.0,5.0
REP-0046,Cilindro maestro de frenos,5.0,30,media,195000.0,,2026-06-15 21:26:22.924022,sistema de frenos,0.0,2,0.0,5.0
REP-0048,Caliper de freno trasero derecho para van,5.0,4,alta,84000.0,,2026-06-15 21:26:24.360273,sistema de frenos,0.0,2,0.0,5.0
REP-0049,Caliper de freno trasero izquierdo para auto liviano,5.0,4,alta,62000.0,,2026-06-15 21:26:25.671328,sistema de frenos,0.0,2,0.0,5.0
REP-0069,Cilindro de rueda trasero para camión pesado,5.0,3,alta,54000.0,,2026-06-15 21:26:26.984413,sistema de frenos,0.0,2,0.0,5.0
REP-0071,Cable eléctrico calibre 6,5.0,30,media,5500.0,,2026-06-15 21:26:28.456602,sistema eléctrico,5.297297297297297,0,0.0,5.0
REP-0072,Cilindro de rueda trasero para van,5.0,3,alta,24000.0,,2026-06-15 21:26:30.295836,sistema de frenos,0.0,2,0.0,5.0
REP-0073,Disco de freno delantero para auto liviano,5.0,2,alta,34000.0,,2026-06-15 21:26:31.985744,sistema de frenos,7.741935483870968,2,15.483870967741936,-10.483870967741936
REP-0075,Disco de freno delantero para bus,5.0,2,alta,75000.0,,2026-06-15 21:26:33.779781,sistema de frenos,9.0,2,18.0,-13.0
REP-0034,Turbocompresor reparado,9.0,30,media,185000.0,,2026-06-15 21:26:35.401475,motor,0.0,2,0.0,9.0
REP-0163,Zapatas de freno traseras para auto liviano,25.0,3,alta,28000.0,,2026-06-15 21:26:36.847293,sistema de frenos,4.0,2,8.0,17.0
REP-0164,Zapatas de freno traseras para bus,25.0,3,alta,62000.0,,2026-06-15 21:26:38.385557,sistema de frenos,0.0,2,0.0,25.0
REP-0165,Zapatas de freno traseras para camioneta,23.0,3,alta,35000.0,,2026-06-15 21:26:39.847566,sistema de frenos,4.0,2,8.0,15.0
REP-0166,Zapatas de freno traseras para camión liviano,25.0,3,alta,50000.0,,2026-06-15 21:26:41.404524,sistema de frenos,4.0,2,8.0,17.0
REP-0167,Zapatas de freno traseras para camión pesado,23.0,3,alta,84000.0,,2026-06-15 21:26:42.843090,sistema de frenos,0.0,2,0.0,23.0
REP-0168,Zapatas de freno traseras para van,23.0,3,alta,38000.0,,2026-06-15 21:26:44.571592,sistema de frenos,4.0,2,8.0,15.0
REP-0195,Correa de distribución para camioneta,5.0,2,alta,15000.0,,2026-06-15 21:26:46.271274,motor,4.8,2,9.6,-4.6
REP-0196,Correa de distribución para camión liviano,5.0,2,alta,22000.0,,2026-06-15 21:26:47.912557,motor,4.190476190476191,2,8.380952380952381,-3.380952380952381
REP-0197,Correa de distribución para camión pesado,5.0,2,alta,36000.0,,2026-06-15 21:26:49.658350,motor,5.0,2,10.0,-5.0
REP-0198,Correa de distribución para van,5.0,2,alta,16000.0,,2026-06-15 21:26:51.381291,motor,4.64,2,9.28,-4.28
REP-0199,Empaquetadura de culata para auto liviano,16.0,60,alta,38000.0,,2026-06-15 21:26:52.826989,motor,4.0,2,8.0,8.0
REP-0200,Empaquetadura de culata para bus,16.0,60,alta,84000.0,,2026-06-15 21:26:54.132679,motor,0.0,2,0.0,16.0
REP-0201,Empaquetadura de culata para camioneta,5.0,60,alta,48000.0,,2026-06-15 21:26:55.582052,motor,0.0,2,0.0,5.0
REP-0202,Empaquetadura de culata para camión liviano,16.0,60,alta,68000.0,,2026-06-15 21:26:57.013909,motor,0.0,2,0.0,16.0
REP-0203,Empaquetadura de culata para camión pesado,5.0,60,alta,115000.0,,2026-06-15 21:26:58.304802,motor,0.0,2,0.0,5.0
REP-0204,Empaquetadura de culata para van,5.0,60,alta,51000.0,,2026-06-15 21:26:59.618902,motor,0.0,2,0.0,5.0
REP-0205,Filtro de aire para auto liviano,5.0,2,media,7000.0,,2026-06-15 21:27:00.924779,motor,10.518518518518519,2,21.037037037037038,-16.037037037037038
REP-0206,Filtro de aire para bus,5.0,2,media,15000.0,,2026-06-15 21:27:02.387514,motor,9.555555555555555,2,19.11111111111111,-14.11111111111111
REP-0207,Filtro de aire para camioneta,5.0,2,media,9000.0,,2026-06-15 21:27:03.831524,motor,12.0,2,24.0,-19.0
REP-0217,Rodamiento auxiliar de correa de distribución para auto liviano,21.0,3,alta,18000.0,,2026-06-15 21:27:05.127663,motor,4.571428571428571,2,9.142857142857142,11.857142857142858
REP-0218,Rodamiento auxiliar de correa de distribución para bus,21.0,3,alta,40000.0,,2026-06-15 21:27:06.450438,motor,5.6,2,11.2,9.8
REP-0219,Rodamiento auxiliar de correa de distribución para camioneta,98.0,3,alta,22000.0,,2026-06-15 21:27:08.006453,motor,4.6,2,9.2,88.8
REP-0226,Soporte de motor derecho para camión liviano,5.0,4,media,81000.0,,2026-06-15 21:27:09.450305,motor,0.0,2,0.0,5.0
REP-0227,Soporte de motor derecho para camión pesado,5.0,4,media,135000.0,,2026-06-15 21:27:10.919052,motor,0.0,2,0.0,5.0
REP-0228,Soporte de motor derecho para van,5.0,4,media,61000.0,,2026-06-15 21:27:12.726929,motor,0.0,2,0.0,5.0
REP-0229,Soporte de motor izquierdo para auto liviano,5.0,4,media,45000.0,,2026-06-15 21:27:14.450800,motor,0.0,2,0.0,5.0
REP-0230,Soporte de motor izquierdo para camioneta,5.0,4,media,56000.0,,2026-06-15 21:27:16.009750,motor,0.0,2,0.0,5.0
REP-0231,Tensor de correa de accesorios para auto liviano,60.0,3,media,28000.0,,2026-06-15 21:27:17.447758,motor,4.285714285714286,2,8.571428571428571,51.42857142857143
REP-0232,Tensor de correa de accesorios para bus,60.0,3,media,62000.0,,2026-06-15 21:27:19.034949,motor,0.0,2,0.0,60.0
REP-0233,Tensor de correa de accesorios para camioneta,60.0,3,media,35000.0,,2026-06-15 21:27:20.589860,motor,5.090909090909091,2,10.181818181818182,49.81818181818182
REP-0234,Tensor de correa de accesorios para camión liviano,60.0,3,media,50000.0,,2026-06-15 21:27:22.204127,motor,5.0,2,10.0,50.0
REP-0235,Tensor de correa de accesorios para camión pesado,60.0,3,media,84000.0,,2026-06-15 21:27:23.879387,motor,0.0,2,0.0,60.0
REP-0236,Tensor de correa de accesorios para van,60.0,3,media,38000.0,,2026-06-15 21:27:25.491703,motor,5.0,2,10.0,50.0
REP-0237,Tensor de correa de distribución para auto liviano,60.0,3,alta,16000.0,,2026-06-15 21:27:26.907315,motor,4.461538461538462,2,8.923076923076923,51.07692307692308
REP-0238,Tensor de correa de distribución para bus,60.0,3,alta,35000.0,,2026-06-15 21:27:28.595319,motor,4.0,2,8.0,52.0
REP-0239,Tensor de correa de distribución para camioneta,60.0,3,alta,20000.0,,2026-06-15 21:27:30.419079,motor,4.75,2,9.5,50.5
REP-0240,Tensor de correa de distribución para camión liviano,60.0,3,alta,29000.0,,2026-06-15 21:27:31.859721,motor,5.090909090909091,2,10.181818181818182,49.81818181818182
REP-0241,Tensor de correa de distribución para camión pesado,60.0,3,alta,48000.0,,2026-06-15 21:27:33.174209,motor,5.0,2,10.0,50.0
REP-0242,Tensor de correa de distribución para van,60.0,3,alta,22000.0,,2026-06-15 21:27:34.898161,motor,4.421052631578948,2,8.842105263157896,51.1578947368421
REP-0243,Válvula PCV para auto liviano,55.0,3,media,12000.0,,2026-06-15 21:27:36.652703,motor,5.333333333333333,2,10.666666666666666,44.333333333333336
REP-0244,Válvula PCV para bus,55.0,3,media,26000.0,,2026-06-15 21:27:38.414026,motor,4.0,2,8.0,47.0
REP-0245,Válvula PCV para camioneta,55.0,3,media,15000.0,,2026-06-15 21:27:39.989287,motor,4.4,2,8.8,46.2
REP-0246,Válvula PCV para camión liviano,55.0,3,media,22000.0,,2026-06-15 21:27:41.443318,motor,4.0,2,8.0,47.0
REP-0247,Válvula PCV para camión pesado,55.0,3,media,36000.0,,2026-06-15 21:27:42.747066,motor,4.0,2,8.0,47.0
REP-0248,Válvula PCV para van,55.0,3,media,16000.0,,2026-06-15 21:27:44.059241,motor,4.666666666666667,2,9.333333333333334,45.666666666666664
REP-0249,Bomba de agua para auto liviano,5.0,2,alta,24000.0,,2026-06-15 21:27:45.377544,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0250,Bomba de agua para bus,5.0,2,alta,53000.0,,2026-06-15 21:27:46.961944,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0251,Bomba de agua para camioneta,5.0,2,alta,30000.0,,2026-06-15 21:27:48.632005,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0252,Bomba de agua para camión liviano,5.0,2,alta,43000.0,,2026-06-15 21:27:50.108389,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0253,Bomba de agua para camión pesado,5.0,2,alta,72000.0,,2026-06-15 21:27:51.405426,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0254,Bomba de agua para van,5.0,2,alta,32000.0,,2026-06-15 21:27:52.861709,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0255,Depósito de refrigerante para auto liviano,5.0,4,media,22000.0,,2026-06-15 21:27:54.559509,sistema de enfriamiento,13.142857142857142,1,13.142857142857142,-8.142857142857142
REP-0256,Depósito de refrigerante para bus,5.0,4,media,48000.0,,2026-06-15 21:27:55.895368,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0257,Depósito de refrigerante para camioneta,5.0,4,media,28000.0,,2026-06-15 21:27:57.291308,sistema de enfriamiento,14.666666666666666,1,14.666666666666666,-9.666666666666666
REP-0258,Depósito de refrigerante para camión liviano,5.0,4,media,40000.0,,2026-06-15 21:27:58.859277,sistema de enfriamiento,13.333333333333334,1,13.333333333333334,-8.333333333333334
REP-0259,Depósito de refrigerante para camión pesado,5.0,4,media,66000.0,,2026-06-15 21:28:00.672436,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0260,Depósito de refrigerante para van,5.0,4,media,30000.0,,2026-06-15 21:28:02.143674,sistema de enfriamiento,14.0,1,14.0,-9.0
REP-0261,Electroventilador de radiador para auto liviano,16.0,4,alta,70000.0,,2026-06-15 21:28:03.584496,sistema de enfriamiento,5.185185185185185,1,5.185185185185185,10.814814814814815
REP-0262,Electroventilador de radiador para bus,16.0,4,alta,155000.0,,2026-06-15 21:28:04.909549,sistema de enfriamiento,4.666666666666667,1,4.666666666666667,11.333333333333334
REP-0263,Electroventilador de radiador para camioneta,16.0,4,alta,88000.0,,2026-06-15 21:28:06.351931,sistema de enfriamiento,4.666666666666667,1,4.666666666666667,11.333333333333334
REP-0264,Electroventilador de radiador para camión liviano,16.0,4,alta,125000.0,,2026-06-15 21:28:07.908231,sistema de enfriamiento,4.705882352941177,1,4.705882352941177,11.294117647058824
REP-0265,Electroventilador de radiador para camión pesado,16.0,4,alta,210000.0,,2026-06-15 21:28:09.229074,sistema de enfriamiento,4.0,1,4.0,12.0
REP-0266,Electroventilador de radiador para van,16.0,4,alta,94000.0,,2026-06-15 21:28:10.749827,sistema de enfriamiento,4.8,1,4.8,11.2
REP-0267,Manguera inferior de radiador para auto liviano,5.0,3,alta,16000.0,,2026-06-15 21:28:12.379315,sistema de enfriamiento,4.2727272727272725,1,4.2727272727272725,0.7272727272727273
REP-0268,Manguera inferior de radiador para bus,5.0,3,alta,35000.0,,2026-06-15 21:28:13.681777,sistema de enfriamiento,4.8,1,4.8,0.2
REP-0269,Manguera inferior de radiador para camioneta,5.0,3,alta,20000.0,,2026-06-15 21:28:15.114246,sistema de enfriamiento,4.3428571428571425,1,4.3428571428571425,0.6571428571428571
REP-0018,Filtro de combustible,6.0,30,media,65000.0,,2026-06-16 01:10:54.132294,sistema de combustible,8.5,1,8.5,-2.5
REP-0270,Manguera inferior de radiador para camión liviano,5.0,3,alta,29000.0,,2026-06-15 21:28:16.691485,sistema de enfriamiento,4.827586206896552,1,4.827586206896552,0.1724137931034483
REP-0271,Manguera inferior de radiador para camión pesado,5.0,3,alta,48000.0,,2026-06-15 21:28:18.450759,sistema de enfriamiento,5.333333333333333,1,5.333333333333333,-0.3333333333333333
REP-0280,Radiador de agua para bus,4.0,4,alta,145000.0,,2026-06-15 21:28:20.264552,sistema de enfriamiento,4.0,1,4.0,0.0
REP-0296,Refrigerante listo para usar para van,33.0,2,media,12000.0,,2026-06-15 21:28:21.966423,sistema de enfriamiento,10.222222222222221,1,10.222222222222221,22.77777777777778
REP-0302,Tapa de radiador para auto liviano,160.0,2,media,6000.0,,2026-06-15 21:28:23.636029,sistema de enfriamiento,4.4,1,4.4,155.6
REP-0303,Tapa de radiador para bus,160.0,2,media,13000.0,,2026-06-15 21:28:25.091906,sistema de enfriamiento,5.333333333333333,1,5.333333333333333,154.66666666666666
REP-0304,Tapa de radiador para camioneta,160.0,2,media,7500.0,,2026-06-15 21:28:26.654137,sistema de enfriamiento,6.0,1,6.0,154.0
REP-0305,Tapa de radiador para camión liviano,160.0,2,media,11000.0,,2026-06-15 21:28:28.102808,sistema de enfriamiento,4.666666666666667,1,4.666666666666667,155.33333333333334
REP-0306,Tapa de radiador para camión pesado,160.0,2,media,18000.0,,2026-06-15 21:28:29.446463,sistema de enfriamiento,4.0,1,4.0,156.0
REP-0307,Tapa de radiador para van,160.0,2,media,8000.0,,2026-06-15 21:28:30.742478,sistema de enfriamiento,4.5,1,4.5,155.5
REP-0308,Termostato para auto liviano,33.0,3,alta,12000.0,,2026-06-15 21:28:32.258034,sistema de enfriamiento,4.8,1,4.8,28.2
REP-0309,Termostato para bus,33.0,3,alta,26000.0,,2026-06-15 21:28:33.785784,sistema de enfriamiento,4.857142857142857,1,4.857142857142857,28.142857142857142
REP-0310,Termostato para camioneta,33.0,3,alta,15000.0,,2026-06-15 21:28:35.187021,sistema de enfriamiento,5.714285714285714,1,5.714285714285714,27.285714285714285
REP-0311,Termostato para camión liviano,33.0,3,alta,22000.0,,2026-06-15 21:28:36.484301,sistema de enfriamiento,5.333333333333333,1,5.333333333333333,27.666666666666668
REP-0312,Termostato para camión pesado,33.0,3,alta,36000.0,,2026-06-15 21:28:37.992752,sistema de enfriamiento,6.0,1,6.0,27.0
REP-0313,Termostato para van,33.0,3,alta,16000.0,,2026-06-15 21:28:39.585162,sistema de enfriamiento,5.142857142857143,1,5.142857142857143,27.857142857142858
REP-0314,Aceite ATF para transmisión automática para auto liviano,5.0,2,media,22000.0,,2026-06-15 21:28:41.149700,transmisión,12.947368421052632,0,0.0,5.0
REP-0315,Aceite ATF para transmisión automática para bus,5.0,2,media,48000.0,,2026-06-15 21:28:42.644975,transmisión,12.0,0,0.0,5.0
REP-0316,Aceite ATF para transmisión automática para camioneta,15.0,2,media,28000.0,,2026-06-15 21:28:44.106670,transmisión,13.44,0,0.0,15.0
REP-0317,Aceite ATF para transmisión automática para camión liviano,15.0,2,media,40000.0,,2026-06-15 21:28:45.723816,transmisión,13.666666666666666,0,0.0,15.0
REP-0329,Cilindro esclavo de embrague para camión liviano,5.0,4,alta,54000.0,,2026-06-15 21:28:47.411402,transmisión,4.888888888888889,0,0.0,5.0
REP-0330,Cilindro esclavo de embrague para camión pesado,5.0,4,alta,90000.0,,2026-06-15 21:28:48.937777,transmisión,4.0,0,0.0,5.0
REP-0331,Cilindro esclavo de embrague para van,5.0,4,alta,40000.0,,2026-06-15 21:28:50.587503,transmisión,4.0,0,0.0,5.0
REP-0332,Cilindro maestro de embrague para auto liviano,5.0,4,alta,35000.0,,2026-06-15 21:28:52.081574,transmisión,4.4,0,0.0,5.0
REP-0333,Cilindro maestro de embrague para bus,5.0,4,alta,77000.0,,2026-06-15 21:28:53.577904,transmisión,5.0,0,0.0,5.0
REP-0334,Cilindro maestro de embrague para camioneta,5.0,4,alta,44000.0,,2026-06-15 21:28:55.100085,transmisión,4.285714285714286,0,0.0,5.0
REP-0335,Cilindro maestro de embrague para camión liviano,5.0,4,alta,63000.0,,2026-06-15 21:28:56.690183,transmisión,5.714285714285714,0,0.0,5.0
REP-0336,Cilindro maestro de embrague para camión pesado,5.0,4,alta,105000.0,,2026-06-15 21:28:58.402931,transmisión,4.0,0,0.0,5.0
REP-0337,Cilindro maestro de embrague para van,15.0,4,alta,47000.0,,2026-06-15 21:29:00.211868,transmisión,4.0,0,0.0,15.0
REP-0338,Disco de embrague para auto liviano,15.0,4,alta,48000.0,,2026-06-15 21:29:01.780898,transmisión,11.2,0,0.0,15.0
REP-0339,Disco de embrague para bus,10.0,4,alta,105000.0,,2026-06-15 21:29:03.352976,transmisión,12.0,0,0.0,10.0
REP-0340,Disco de embrague para camioneta,10.0,4,alta,60000.0,,2026-06-15 21:29:05.080965,transmisión,9.714285714285714,0,0.0,10.0
REP-0341,Disco de embrague para camión liviano,10.0,4,alta,86000.0,,2026-06-15 21:29:06.696948,transmisión,12.0,0,0.0,10.0
REP-0343,Disco de embrague para van,10.0,4,alta,65000.0,,2026-06-15 21:29:08.400037,transmisión,12.8,0,0.0,10.0
REP-0344,Kit de embrague para auto liviano,10.0,4,alta,72000.0,,2026-06-15 21:29:09.786033,transmisión,4.0,0,0.0,10.0
REP-0345,Kit de embrague para bus,10.0,4,alta,160000.0,,2026-06-15 21:29:11.109926,transmisión,6.0,0,0.0,10.0
REP-0346,Kit de embrague para camioneta,10.0,4,alta,90000.0,,2026-06-15 21:29:12.434758,transmisión,4.0,0,0.0,10.0
REP-0347,Kit de embrague para camión liviano,10.0,4,alta,130000.0,,2026-06-15 21:29:14.179189,transmisión,4.0,0,0.0,10.0
REP-0349,Kit de embrague para van,10.0,4,alta,97000.0,,2026-06-15 21:29:15.939300,transmisión,4.0,0,0.0,10.0
REP-0350,Piola de embrague para auto liviano,10.0,3,alta,22000.0,,2026-06-15 21:29:17.505792,transmisión,4.5,0,0.0,10.0
REP-0351,Piola de embrague para bus,10.0,3,alta,48000.0,,2026-06-15 21:29:18.824674,transmisión,4.363636363636363,0,0.0,10.0
REP-0352,Piola de embrague para camioneta,10.0,3,alta,28000.0,,2026-06-15 21:29:20.126171,transmisión,5.066666666666666,0,0.0,10.0
REP-0353,Piola de embrague para camión liviano,10.0,3,alta,40000.0,,2026-06-15 21:29:21.594188,transmisión,4.363636363636363,0,0.0,10.0
REP-0354,Piola de embrague para camión pesado,10.0,3,alta,66000.0,,2026-06-15 21:29:23.146366,transmisión,5.0,0,0.0,10.0
REP-0355,Piola de embrague para van,10.0,3,alta,30000.0,,2026-06-15 21:29:24.644570,transmisión,4.333333333333333,0,0.0,10.0
REP-0356,Piola selectora de cambios para auto liviano,15.0,4,media,35000.0,,2026-06-15 21:29:26.206573,transmisión,5.6,0,0.0,15.0
REP-0357,Piola selectora de cambios para bus,15.0,4,media,77000.0,,2026-06-15 21:29:27.808019,transmisión,4.0,0,0.0,15.0
REP-0358,Piola selectora de cambios para camioneta,15.0,4,media,44000.0,,2026-06-15 21:29:29.565955,transmisión,4.0,0,0.0,15.0
REP-0359,Piola selectora de cambios para camión liviano,15.0,4,media,63000.0,,2026-06-15 21:29:31.039409,transmisión,4.0,0,0.0,15.0
REP-0360,Piola selectora de cambios para van,15.0,4,media,47000.0,,2026-06-15 21:29:32.359358,transmisión,4.0,0,0.0,15.0
REP-0361,Prensa de embrague para auto liviano,10.0,4,alta,60000.0,,2026-06-15 21:29:33.785374,transmisión,4.7272727272727275,0,0.0,10.0
REP-0367,Rodamiento de empuje de embrague para auto liviano,6.0,4,alta,22000.0,,2026-06-15 21:29:35.349548,transmisión,4.0,0,0.0,6.0
REP-0368,Rodamiento de empuje de embrague para bus,5.0,4,alta,48000.0,,2026-06-15 21:29:37.048972,transmisión,4.0,0,0.0,5.0
REP-0369,Rodamiento de empuje de embrague para camioneta,9.0,4,alta,28000.0,,2026-06-15 21:29:38.619104,transmisión,5.6,0,0.0,9.0
REP-0370,Rodamiento de empuje de embrague para camión liviano,8.0,4,alta,40000.0,,2026-06-15 21:29:40.187784,transmisión,4.444444444444445,0,0.0,8.0
REP-0371,Rodamiento de empuje de embrague para camión pesado,9.0,4,alta,66000.0,,2026-06-15 21:29:41.775073,transmisión,4.8,0,0.0,9.0
REP-0372,Rodamiento de empuje de embrague para van,5.0,4,alta,30000.0,,2026-06-15 21:29:43.401815,transmisión,5.090909090909091,0,0.0,5.0
REP-0378,Soporte de caja de cambios para van,15.0,4,media,57000.0,,2026-06-15 21:29:44.950560,transmisión,4.571428571428571,0,0.0,15.0
REP-0379,Alternador para auto liviano,10.0,4,alta,90000.0,,2026-06-15 21:29:46.635087,sistema eléctrico,4.5,0,0.0,10.0
REP-0380,Alternador para bus,10.0,4,alta,200000.0,,2026-06-15 21:29:48.443340,sistema eléctrico,4.0,0,0.0,10.0
REP-0381,Alternador para camioneta,10.0,4,alta,110000.0,,2026-06-15 21:29:50.191820,sistema eléctrico,5.0,0,0.0,10.0
REP-0382,Alternador para camión liviano,10.0,4,alta,160000.0,,2026-06-15 21:29:51.607174,sistema eléctrico,4.0,0,0.0,10.0
REP-0384,Alternador para van,10.0,4,alta,120000.0,,2026-06-15 21:29:53.167949,sistema eléctrico,4.0,0,0.0,10.0
REP-0391,Batería 45 Ah para auto liviano,10.0,2,alta,85000.0,,2026-06-15 21:29:54.623776,sistema eléctrico,5.333333333333333,0,0.0,10.0
REP-0392,Batería 45 Ah para bus,10.0,2,alta,185000.0,,2026-06-15 21:29:56.122413,sistema eléctrico,4.0,0,0.0,10.0
REP-0393,Batería 45 Ah para camioneta,10.0,2,alta,105000.0,,2026-06-15 21:29:57.887899,sistema eléctrico,4.0,0,0.0,10.0
REP-0394,Batería 45 Ah para camión liviano,10.0,2,alta,155000.0,,2026-06-15 21:29:59.664948,sistema eléctrico,4.0,0,0.0,10.0
REP-0395,Batería 45 Ah para camión pesado,10.0,2,alta,255000.0,,2026-06-15 21:30:01.046871,sistema eléctrico,4.0,0,0.0,10.0
REP-0396,Batería 45 Ah para van,10.0,2,alta,115000.0,,2026-06-15 21:30:02.601016,sistema eléctrico,4.571428571428571,0,0.0,10.0
REP-0397,Batería 60 Ah para auto liviano,10.0,2,alta,105000.0,,2026-06-15 21:30:04.175315,sistema eléctrico,4.0,0,0.0,10.0
REP-0398,Batería 60 Ah para bus,15.0,2,alta,230000.0,,2026-06-15 21:30:05.896667,sistema eléctrico,4.0,0,0.0,15.0
REP-0399,Batería 60 Ah para camioneta,15.0,2,alta,130000.0,,2026-06-15 21:30:07.607501,sistema eléctrico,4.0,0,0.0,15.0
REP-0424,Borne de batería negativo para camión liviano,15.0,2,media,9000.0,,2026-06-15 21:30:09.417163,sistema eléctrico,4.363636363636363,0,0.0,15.0
REP-0425,Borne de batería negativo para camión pesado,15.0,2,media,15000.0,,2026-06-15 21:30:11.179581,sistema eléctrico,4.571428571428571,0,0.0,15.0
