sku,descripcion,sistema,componente,proveedor_principal,lead_time_dias_promedio,costo_unitario_clp,stock_actual,stock_minimo,criticidad,rotacion,activo,updated_at
REP-0125,Manguera flexible de freno trasera para van,Sistema de frenos,,No indicado,11.0,16000.0,23.0,23.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0119,Manguera flexible de freno delantera para van,Sistema de frenos,,No indicado,11.0,16000.0,23.0,23.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0198,Correa de distribución para van,Motor,,No indicado,2.0,16000.0,0.0,0.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0785,Plumilla limpiaparabrisas 26 pulgadas para van,Carrocería,,No indicado,2.0,16000.0,0.0,0.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0757,Plumilla limpiaparabrisas 14 pulgadas para bus,Carrocería,,No indicado,2.0,16000.0,21.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0862,Filtro de cabina para camión liviano,Climatización,,No indicado,2.0,16000.0,0.0,0.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0248,Válvula PCV para van,Motor,,No indicado,3.0,16000.0,55.0,20.0,media,media,True,2026-05-22 20:41:10.387996
REP-0294,Refrigerante listo para usar para camión liviano,Sistema de enfriamiento,,No indicado,2.0,16000.0,3.0,3.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0290,Refrigerante concentrado para van,Sistema de enfriamiento,,No indicado,2.0,16000.0,3.0,3.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0714,Grasa para rodamientos de rueda para camión liviano,Neumáticos y ruedas,,No indicado,2.0,16000.0,23.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0624,Filtro de combustible para bus,Sistema de combustible,,No indicado,2.0,16000.0,0.0,0.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0522,Buje de bandeja de suspensión delantera para camión liviano,Suspensión,,No indicado,2.0,16000.0,2.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0184,Bujía incandescente diésel para camión liviano,Motor,,No indicado,2.0,16000.0,23.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0174,Bujía de iridio para van,Motor,,No indicado,2.0,16000.0,23.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0518,Bieleta de barra estabilizadora trasera para van,Suspensión,,No indicado,2.0,16000.0,2.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0512,Bieleta de barra estabilizadora delantera para van,Suspensión,,No indicado,2.0,16000.0,0.0,0.0,media,media,True,2026-05-22 20:41:10.387996
REP-0801,Ampolleta H4 12 V para camión liviano,Iluminación,,No indicado,2.0,16000.0,0.0,0.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0794,Ampolleta H11 12 V para camioneta,Iluminación,,No indicado,2.0,16000.0,0.0,0.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0537,Rótula inferior delantera para auto liviano,Suspensión,,No indicado,2.0,17000.0,2.0,2.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0797,Ampolleta H11 12 V para van,Iluminación,,No indicado,2.0,17000.0,0.0,0.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0299,Sensor de temperatura de refrigerante para camioneta,Sistema de enfriamiento,,No indicado,3.0,18000.0,3.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0217,Rodamiento auxiliar de correa de distribución para auto liviano,Motor,,No indicado,3.0,18000.0,21.0,10.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0109,Líquido de frenos DOT 4 para bus,Sistema de frenos,,No indicado,2.0,18000.0,23.0,23.0,alta,alta,True,2026-05-22 20:41:10.387996
REP-0106,Líquido de frenos DOT 3 para camión pesado,Sistema de frenos,,No indicado,2.0,18000.0,23.0,23.0,alta,alta,True,2026-05-22 20:41:10.387996
REP-0061,Cilindro de rueda trasero para auto liviano,Sistema de frenos,,No indicado,3.0,18000.0,6.0,6.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0561,Brazo axial de dirección izquierdo para auto liviano,Dirección,,No indicado,3.0,18000.0,5.0,5.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0555,Brazo axial de dirección derecho para auto liviano,Dirección,,No indicado,3.0,18000.0,8.0,8.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0777,Plumilla limpiaparabrisas 22 pulgadas para camión liviano,Carrocería,,No indicado,2.0,18000.0,0.0,0.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0763,Plumilla limpiaparabrisas 16 pulgadas para bus,Carrocería,,No indicado,2.0,18000.0,21.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0306,Tapa de radiador para camión pesado,Sistema de enfriamiento,,No indicado,2.0,18000.0,160.0,20.0,media,alta,True,2026-05-22 20:41:10.387996
REP-1000,Sensor de temperatura de aire de admisión para auto liviano,Sensores y electrónica,,No indicado,4.0,18000.0,0.0,0.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0629,Filtro separador de agua de combustible para auto liviano,Sistema de combustible,,No indicado,3.0,18000.0,2.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0865,Filtro secador de aire acondicionado para auto liviano,Climatización,,No indicado,3.0,18000.0,0.0,0.0,media,media,True,2026-05-22 20:41:10.387996
REP-0919,Filtro de aceite para camión pesado,Lubricación,,No indicado,2.0,18000.0,2.0,2.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0189,Correa de accesorios para camioneta,Motor,,No indicado,2.0,18000.0,23.0,23.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0531,Cazoleta de amortiguador delantero para auto liviano,Suspensión,,No indicado,3.0,18000.0,2.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0529,Buje de barra estabilizadora delantera para camión pesado,Suspensión,,No indicado,2.0,18000.0,2.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0805,Ampolleta H7 12 V para bus,Iluminación,,No indicado,2.0,18000.0,0.0,0.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0320,Aceite de transmisión manual 75W-90 para auto liviano,Transmisión,,No indicado,2.0,18000.0,6.0,6.0,media,media,True,2026-05-22 20:41:10.387996
REP-0301,Sensor de temperatura de refrigerante para van,Sistema de enfriamiento,,No indicado,3.0,19000.0,3.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0769,Plumilla limpiaparabrisas 18 pulgadas para bus,Carrocería,,No indicado,2.0,19000.0,21.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0147,Sensor de desgaste de pastillas de freno para camioneta,Sistema de frenos,,No indicado,3.0,19000.0,10.0,10.0,media,media,True,2026-05-22 20:41:10.387996
REP-0192,Correa de accesorios para van,Motor,,No indicado,2.0,19000.0,23.0,23.0,media,alta,True,2026-05-22 20:41:10.387996
REP-1039,Aceite de diferencial 80W-90 para auto liviano,Tren trasero,,No indicado,2.0,19000.0,3.0,3.0,media,media,True,2026-05-22 20:41:10.387996
REP-0239,Tensor de correa de distribución para camioneta,Motor,,No indicado,3.0,20000.0,60.0,2.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0996,Sensor de presión de aceite para camioneta,Sensores y electrónica,,No indicado,3.0,20000.0,0.0,0.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0275,Manguera superior de radiador para camioneta,Sistema de enfriamiento,,No indicado,3.0,20000.0,3.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0269,Manguera inferior de radiador para camioneta,Sistema de enfriamiento,,No indicado,3.0,20000.0,0.0,4.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0477,Amortiguador trasero izquierdo para auto liviano,Suspensión,,No indicado,2.0,20000.0,3.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0471,Amortiguador trasero derecho para auto liviano,Suspensión,,No indicado,2.0,20000.0,0.0,0.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0860,Filtro de cabina para bus,Climatización,,No indicado,2.0,20000.0,0.0,0.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0150,Sensor de desgaste de pastillas de freno para van,Sistema de frenos,,No indicado,3.0,20000.0,10.0,10.0,media,media,True,2026-05-22 20:41:10.387996
REP-0292,Refrigerante listo para usar para bus,Sistema de enfriamiento,,No indicado,2.0,20000.0,3.0,3.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0651,Prefiltro de combustible para camión pesado,Sistema de combustible,,No indicado,2.0,20000.0,23.0,23.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0712,Grasa para rodamientos de rueda para bus,Neumáticos y ruedas,,No indicado,2.0,20000.0,23.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0520,Buje de bandeja de suspensión delantera para bus,Suspensión,,No indicado,2.0,20000.0,2.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0182,Bujía incandescente diésel para bus,Motor,,No indicado,2.0,20000.0,23.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0799,Ampolleta H4 12 V para bus,Iluminación,,No indicado,2.0,20000.0,0.0,0.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0539,Rótula inferior delantera para camioneta,Suspensión,,No indicado,2.0,21000.0,2.0,2.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0783,Plumilla limpiaparabrisas 26 pulgadas para camión liviano,Carrocería,,No indicado,2.0,21000.0,0.0,0.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0209,Filtro de aire para camión pesado,Motor,,No indicado,2.0,21000.0,21.0,21.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0311,Termostato para camión liviano,Sistema de enfriamiento,,No indicado,3.0,22000.0,33.0,25.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0596,Terminal de dirección exterior izquierdo para camión liviano,Dirección,,No indicado,2.0,22000.0,22.0,0.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0590,Terminal de dirección exterior derecho para camión liviano,Dirección,,No indicado,2.0,22000.0,3.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0242,Tensor de correa de distribución para van,Motor,,No indicado,3.0,22000.0,60.0,2.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0999,Sensor de presión de aceite para van,Sensores y electrónica,,No indicado,3.0,22000.0,0.0,0.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0367,Rodamiento de empuje de embrague para auto liviano,Transmisión,,No indicado,4.0,22000.0,6.0,2.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0219,Rodamiento auxiliar de correa de distribución para camioneta,Motor,,No indicado,3.0,22000.0,98.0,10.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0543,Rótula superior delantera para auto liviano,Suspensión,,No indicado,3.0,22000.0,2.0,2.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0350,Piola de embrague para auto liviano,Transmisión,,No indicado,3.0,22000.0,0.0,5.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0278,Manguera superior de radiador para van,Sistema de enfriamiento,,No indicado,3.0,22000.0,3.0,6.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0272,Manguera inferior de radiador para van,Sistema de enfriamiento,,No indicado,3.0,22000.0,3.0,4.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0123,Manguera flexible de freno trasera para camión liviano,Sistema de frenos,,No indicado,11.0,22000.0,23.0,23.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0117,Manguera flexible de freno delantera para camión liviano,Sistema de frenos,,No indicado,11.0,22000.0,23.0,23.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0196,Correa de distribución para camión liviano,Motor,,No indicado,2.0,22000.0,0.0,0.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0065,Cilindro de rueda trasero para camioneta,Sistema de frenos,,No indicado,3.0,22000.0,3.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0563,Brazo axial de dirección izquierdo para camioneta,Dirección,,No indicado,3.0,22000.0,5.0,5.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0557,Brazo axial de dirección derecho para camioneta,Dirección,,No indicado,3.0,22000.0,5.0,5.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0775,Plumilla limpiaparabrisas 22 pulgadas para bus,Carrocería,,No indicado,2.0,22000.0,0.0,0.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0760,Plumilla limpiaparabrisas 14 pulgadas para camión pesado,Carrocería,,No indicado,2.0,22000.0,21.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0246,Válvula PCV para camión liviano,Motor,,No indicado,3.0,22000.0,55.0,20.0,media,media,True,2026-05-22 20:41:10.387996
REP-0875,Válvula de expansión de aire acondicionado para auto liviano,Climatización,,No indicado,4.0,22000.0,6.0,6.0,media,baja,True,2026-05-22 20:41:10.387996
REP-1002,Sensor de temperatura de aire de admisión para camioneta,Sensores y electrónica,,No indicado,4.0,22000.0,0.0,0.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0288,Refrigerante concentrado para camión liviano,Sistema de enfriamiento,,No indicado,2.0,22000.0,3.0,3.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0433,Juego de cables de bujía para auto liviano,Sistema eléctrico,,No indicado,3.0,22000.0,0.0,0.0,media,media,True,2026-05-22 20:41:10.387996
REP-0631,Filtro separador de agua de combustible para camioneta,Sistema de combustible,,No indicado,3.0,22000.0,2.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0867,Filtro secador de aire acondicionado para camioneta,Climatización,,No indicado,3.0,22000.0,6.0,6.0,media,media,True,2026-05-22 20:41:10.387996
REP-0627,Filtro de combustible para camión pesado,Sistema de combustible,,No indicado,2.0,22000.0,2.0,2.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0255,Depósito de refrigerante para auto liviano,Sistema de enfriamiento,,No indicado,4.0,22000.0,0.0,0.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0575,Depósito de líquido de dirección para auto liviano,Dirección,,No indicado,4.0,22000.0,0.0,0.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0533,Cazoleta de amortiguador delantero para camioneta,Suspensión,,No indicado,3.0,22000.0,2.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0172,Bujía de iridio para camión liviano,Motor,,No indicado,2.0,22000.0,23.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0516,Bieleta de barra estabilizadora trasera para camión liviano,Suspensión,,No indicado,2.0,22000.0,2.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0510,Bieleta de barra estabilizadora delantera para camión liviano,Suspensión,,No indicado,2.0,22000.0,0.0,0.0,media,media,True,2026-05-22 20:41:10.387996
REP-0795,Ampolleta H11 12 V para camión liviano,Iluminación,,No indicado,2.0,22000.0,0.0,0.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0322,Aceite de transmisión manual 75W-90 para camioneta,Transmisión,,No indicado,2.0,22000.0,6.0,6.0,media,media,True,2026-05-22 20:41:10.387996
REP-0314,Aceite ATF para transmisión automática para auto liviano,Transmisión,,No indicado,2.0,22000.0,0.0,0.0,media,media,True,2026-05-22 20:41:10.387996
REP-0542,Rótula inferior delantera para van,Suspensión,,No indicado,2.0,23000.0,2.0,2.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0893,Aceite de motor 20W-50 mineral para auto liviano,Lubricación,,No indicado,2.0,23000.0,0.0,0.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0222,Rodamiento auxiliar de correa de distribución para van,Motor,,No indicado,3.0,24000.0,9.0,10.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0112,Líquido de frenos DOT 4 para camión pesado,Sistema de frenos,,No indicado,2.0,24000.0,23.0,23.0,alta,alta,True,2026-05-22 20:41:10.387996
REP-0072,Cilindro de rueda trasero para van,Sistema de frenos,,No indicado,3.0,24000.0,0.0,0.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0566,Brazo axial de dirección izquierdo para van,Dirección,,No indicado,3.0,24000.0,5.0,5.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0560,Brazo axial de dirección derecho para van,Dirección,,No indicado,3.0,24000.0,5.0,5.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0249,Bomba de agua para auto liviano,Sistema de enfriamiento,,No indicado,2.0,24000.0,0.0,0.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0465,Amortiguador delantero izquierdo para auto liviano,Suspensión,,No indicado,2.0,24000.0,0.0,0.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0459,Amortiguador delantero derecho para auto liviano,Suspensión,,No indicado,2.0,24000.0,0.0,0.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0766,Plumilla limpiaparabrisas 16 pulgadas para camión pesado,Carrocería,,No indicado,2.0,24000.0,21.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-1005,Sensor de temperatura de aire de admisión para van,Sensores y electrónica,,No indicado,4.0,24000.0,0.0,0.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0445,Polea de alternador para auto liviano,Sistema eléctrico,,No indicado,4.0,24000.0,0.0,0.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0634,Filtro separador de agua de combustible para van,Sistema de combustible,,No indicado,3.0,24000.0,2.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0870,Filtro secador de aire acondicionado para van,Climatización,,No indicado,3.0,24000.0,6.0,6.0,media,media,True,2026-05-22 20:41:10.387996
REP-0536,Cazoleta de amortiguador delantero para van,Suspensión,,No indicado,3.0,24000.0,2.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0808,Ampolleta H7 12 V para camión pesado,Iluminación,,No indicado,2.0,24000.0,0.0,0.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0325,Aceite de transmisión manual 75W-90 para van,Transmisión,,No indicado,2.0,24000.0,6.0,6.0,media,media,True,2026-05-22 20:41:10.387996
REP-1041,Aceite de diferencial 80W-90 para camioneta,Tren trasero,,No indicado,2.0,24000.0,3.0,3.0,media,media,True,2026-05-22 20:41:10.387996
REP-0300,Sensor de temperatura de refrigerante para camión liviano,Sistema de enfriamiento,,No indicado,3.0,25000.0,3.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0132,Pastillas de freno traseras para auto liviano,Sistema de frenos,,No indicado,2.0,25000.0,23.0,23.0,alta,alta,True,2026-05-22 20:41:10.387996
REP-1021,Junta homocinética lado rueda izquierdo para auto liviano,Tren delantero,,No indicado,3.0,25000.0,3.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-1015,Junta homocinética lado rueda derecho para auto liviano,Tren delantero,,No indicado,3.0,25000.0,0.0,0.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0781,Plumilla limpiaparabrisas 26 pulgadas para bus,Carrocería,,No indicado,2.0,25000.0,0.0,0.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0056,Manguera de refrigeración,Sistema de Enfriamiento,,No indicado,30.0,25000.0,6.0,6.0,media,media,True,2026-05-22 20:41:10.387996
REP-0190,Correa de accesorios para camión liviano,Motor,,No indicado,2.0,25000.0,23.0,23.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0021,Aceite de dirección premium,Sistema de Dirección,,No indicado,30.0,25000.0,5.0,5.0,media,media,True,2026-05-22 20:41:10.387996
REP-0309,Termostato para bus,Sistema de enfriamiento,,No indicado,3.0,26000.0,33.0,25.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0594,Terminal de dirección exterior izquierdo para bus,Dirección,,No indicado,2.0,26000.0,22.0,0.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0588,Terminal de dirección exterior derecho para bus,Dirección,,No indicado,2.0,26000.0,60.0,8.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0126,Pastillas de freno delanteras para auto liviano,Sistema de frenos,,No indicado,11.0,26000.0,23.0,23.0,alta,alta,True,2026-05-22 20:41:10.387996
REP-0121,Manguera flexible de freno trasera para bus,Sistema de frenos,,No indicado,11.0,26000.0,23.0,23.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0115,Manguera flexible de freno delantera para bus,Sistema de frenos,,No indicado,11.0,26000.0,23.0,23.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0194,Correa de distribución para bus,Motor,,No indicado,2.0,26000.0,23.0,23.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0479,Amortiguador trasero izquierdo para camioneta,Suspensión,,No indicado,2.0,26000.0,3.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0473,Amortiguador trasero derecho para camioneta,Suspensión,,No indicado,2.0,26000.0,3.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0772,Plumilla limpiaparabrisas 18 pulgadas para camión pesado,Carrocería,,No indicado,2.0,26000.0,21.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0244,Válvula PCV para bus,Motor,,No indicado,3.0,26000.0,55.0,20.0,media,media,True,2026-05-22 20:41:10.387996
REP-0286,Refrigerante concentrado para bus,Sistema de enfriamiento,,No indicado,2.0,26000.0,3.0,3.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0170,Bujía de iridio para bus,Motor,,No indicado,2.0,26000.0,23.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0514,Bieleta de barra estabilizadora trasera para bus,Suspensión,,No indicado,2.0,26000.0,0.0,0.0,media,media,True,2026-05-22 20:41:10.387996
REP-0508,Bieleta de barra estabilizadora delantera para bus,Suspensión,,No indicado,2.0,26000.0,0.0,0.0,media,media,True,2026-05-22 20:41:10.387996
REP-0881,Aceite de motor 10W-40 semisintético para auto liviano,Lubricación,,No indicado,2.0,26000.0,0.0,0.0,media,alta,True,2026-05-22 20:41:10.387996
REP-1044,Aceite de diferencial 80W-90 para van,Tren trasero,,No indicado,2.0,26000.0,3.0,3.0,media,media,True,2026-05-22 20:41:10.387996
REP-0863,Filtro de cabina para camión pesado,Climatización,,No indicado,2.0,27000.0,0.0,0.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0148,Sensor de desgaste de pastillas de freno para camión liviano,Sistema de frenos,,No indicado,3.0,27000.0,10.0,10.0,media,media,True,2026-05-22 20:41:10.387996
REP-0295,Refrigerante listo para usar para camión pesado,Sistema de enfriamiento,,No indicado,2.0,27000.0,3.0,3.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0715,Grasa para rodamientos de rueda para camión pesado,Neumáticos y ruedas,,No indicado,2.0,27000.0,23.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0523,Buje de bandeja de suspensión delantera para camión pesado,Suspensión,,No indicado,2.0,27000.0,2.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0185,Bujía incandescente diésel para camión pesado,Motor,,No indicado,2.0,27000.0,23.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0802,Ampolleta H4 12 V para camión pesado,Iluminación,,No indicado,2.0,27000.0,0.0,0.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0163,Zapatas de freno traseras para auto liviano,Sistema de frenos,,No indicado,3.0,28000.0,25.0,10.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0144,Sensor ABS trasero para auto liviano,Sistema de frenos,,No indicado,3.0,28000.0,10.0,10.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0138,Sensor ABS delantero para auto liviano,Sistema de frenos,,No indicado,3.0,28000.0,23.0,23.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0369,Rodamiento de empuje de embrague para camioneta,Transmisión,,No indicado,4.0,28000.0,9.0,2.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0451,Regulador de voltaje para auto liviano,Sistema eléctrico,,No indicado,4.0,28000.0,75.0,0.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0545,Rótula superior delantera para camioneta,Suspensión,,No indicado,3.0,28000.0,2.0,2.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0352,Piola de embrague para camioneta,Transmisión,,No indicado,3.0,28000.0,0.0,5.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0482,Amortiguador trasero izquierdo para van,Suspensión,,No indicado,2.0,28000.0,3.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0476,Amortiguador trasero derecho para van,Suspensión,,No indicado,2.0,28000.0,3.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0877,Válvula de expansión de aire acondicionado para camioneta,Climatización,,No indicado,4.0,28000.0,200.0,50.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0231,Tensor de correa de accesorios para auto liviano,Motor,,No indicado,3.0,28000.0,60.0,0.0,media,media,True,2026-05-22 20:41:10.387996
REP-0976,Sensor de detonación para auto liviano,Sensores y electrónica,,No indicado,4.0,28000.0,0.0,0.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0435,Juego de cables de bujía para camioneta,Sistema eléctrico,,No indicado,3.0,28000.0,0.0,0.0,media,media,True,2026-05-22 20:41:10.387996
REP-0257,Depósito de refrigerante para camioneta,Sistema de enfriamiento,,No indicado,4.0,28000.0,0.0,0.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0577,Depósito de líquido de dirección para camioneta,Dirección,,No indicado,4.0,28000.0,0.0,0.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0793,Ampolleta H11 12 V para bus,Iluminación,,No indicado,2.0,28000.0,0.0,0.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0316,Aceite ATF para transmisión automática para camioneta,Transmisión,,No indicado,2.0,28000.0,0.0,0.0,media,media,True,2026-05-22 20:41:10.387996
REP-0240,Tensor de correa de distribución para camión liviano,Motor,,No indicado,3.0,29000.0,60.0,2.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0997,Sensor de presión de aceite para camión liviano,Sensores y electrónica,,No indicado,3.0,29000.0,0.0,0.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0276,Manguera superior de radiador para camión liviano,Sistema de enfriamiento,,No indicado,3.0,29000.0,3.0,3.0,alta,media,True,2026-05-22 20:41:10.387996
