sku,descripcion,sistema,componente,proveedor_principal,lead_time_dias_promedio,costo_unitario_clp,stock_actual,stock_minimo,criticidad,rotacion,activo,updated_at
REP-0203,Empaquetadura de culata para camión pesado,Motor,null,No indicado,60,115000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0204,Empaquetadura de culata para van,Motor,null,No indicado,60,51000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0205,Filtro de aire para auto liviano,Motor,null,No indicado,2,7000,0,0,media,alta,true,2026-05-22 20:41:10.387996
REP-0206,Filtro de aire para bus,Motor,null,No indicado,2,15000,0,0,media,alta,true,2026-05-22 20:41:10.387996
REP-0207,Filtro de aire para camioneta,Motor,null,No indicado,2,9000,0,0,media,alta,true,2026-05-22 20:41:10.387996
REP-0208,Filtro de aire para camión liviano,Motor,null,No indicado,2,13000,21,21,media,alta,true,2026-05-22 20:41:10.387996
REP-0209,Filtro de aire para camión pesado,Motor,null,No indicado,2,21000,21,21,media,alta,true,2026-05-22 20:41:10.387996
REP-0210,Filtro de aire para van,Motor,null,No indicado,2,9500,21,21,media,alta,true,2026-05-22 20:41:10.387996
REP-0211,Kit de distribución para auto liviano,Motor,null,No indicado,3,52000,21,21,alta,media,true,2026-05-22 20:41:10.387996
REP-0212,Kit de distribución para bus,Motor,null,No indicado,3,115000,21,21,alta,media,true,2026-05-22 20:41:10.387996
REP-0213,Kit de distribución para camioneta,Motor,null,No indicado,3,65000,21,21,alta,media,true,2026-05-22 20:41:10.387996
REP-0214,Kit de distribución para camión liviano,Motor,null,No indicado,3,94000,21,21,alta,media,true,2026-05-22 20:41:10.387996
REP-0215,Kit de distribución para camión pesado,Motor,null,No indicado,3,155000,21,21,alta,media,true,2026-05-22 20:41:10.387996
REP-0216,Kit de distribución para van,Motor,null,No indicado,3,70000,21,21,alta,media,true,2026-05-22 20:41:10.387996
REP-0217,Rodamiento auxiliar de correa de distribución para auto liviano,Motor,null,No indicado,3,18000,21,21,alta,media,true,2026-05-22 20:41:10.387996
REP-0218,Rodamiento auxiliar de correa de distribución para bus,Motor,null,No indicado,3,40000,21,21,alta,media,true,2026-05-22 20:41:10.387996
REP-0219,Rodamiento auxiliar de correa de distribución para camioneta,Motor,null,No indicado,3,22000,21,21,alta,media,true,2026-05-22 20:41:10.387996
REP-0220,Rodamiento auxiliar de correa de distribución para camión liviano,Motor,null,No indicado,3,32000,21,21,alta,media,true,2026-05-22 20:41:10.387996
REP-0221,Rodamiento auxiliar de correa de distribución para camión pesado,Motor,null,No indicado,3,54000,21,21,alta,media,true,2026-05-22 20:41:10.387996
REP-0222,Rodamiento auxiliar de correa de distribución para van,Motor,null,No indicado,3,24000,21,21,alta,media,true,2026-05-22 20:41:10.387996
REP-0223,Soporte de motor derecho para auto liviano,Motor,null,No indicado,4,45000,21,21,media,baja,true,2026-05-22 20:41:10.387996
REP-0224,Soporte de motor derecho para bus,Motor,null,No indicado,4,99000,21,21,media,baja,true,2026-05-22 20:41:10.387996
REP-0225,Soporte de motor derecho para camioneta,Motor,null,No indicado,4,56000,21,21,media,baja,true,2026-05-22 20:41:10.387996
REP-0226,Soporte de motor derecho para camión liviano,Motor,null,No indicado,4,81000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0227,Soporte de motor derecho para camión pesado,Motor,null,No indicado,4,135000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0228,Soporte de motor derecho para van,Motor,null,No indicado,4,61000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0229,Soporte de motor izquierdo para auto liviano,Motor,null,No indicado,4,45000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0230,Soporte de motor izquierdo para camioneta,Motor,null,No indicado,4,56000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0231,Tensor de correa de accesorios para auto liviano,Motor,null,No indicado,3,28000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0232,Tensor de correa de accesorios para bus,Motor,null,No indicado,3,62000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0233,Tensor de correa de accesorios para camioneta,Motor,null,No indicado,3,35000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0234,Tensor de correa de accesorios para camión liviano,Motor,null,No indicado,3,50000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0235,Tensor de correa de accesorios para camión pesado,Motor,null,No indicado,3,84000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0236,Tensor de correa de accesorios para van,Motor,null,No indicado,3,38000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0237,Tensor de correa de distribución para auto liviano,Motor,null,No indicado,3,16000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0238,Tensor de correa de distribución para bus,Motor,null,No indicado,3,35000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0239,Tensor de correa de distribución para camioneta,Motor,null,No indicado,3,20000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0240,Tensor de correa de distribución para camión liviano,Motor,null,No indicado,3,29000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0241,Tensor de correa de distribución para camión pesado,Motor,null,No indicado,3,48000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0242,Tensor de correa de distribución para van,Motor,null,No indicado,3,22000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0243,Válvula PCV para auto liviano,Motor,null,No indicado,3,12000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0244,Válvula PCV para bus,Motor,null,No indicado,3,26000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0245,Válvula PCV para camioneta,Motor,null,No indicado,3,15000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0246,Válvula PCV para camión liviano,Motor,null,No indicado,3,22000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0247,Válvula PCV para camión pesado,Motor,null,No indicado,3,36000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0248,Válvula PCV para van,Motor,null,No indicado,3,16000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0249,Bomba de agua para auto liviano,Sistema de enfriamiento,null,No indicado,2,24000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0250,Bomba de agua para bus,Sistema de enfriamiento,null,No indicado,2,53000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0251,Bomba de agua para camioneta,Sistema de enfriamiento,null,No indicado,2,30000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0252,Bomba de agua para camión liviano,Sistema de enfriamiento,null,No indicado,2,43000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0253,Bomba de agua para camión pesado,Sistema de enfriamiento,null,No indicado,2,72000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0254,Bomba de agua para van,Sistema de enfriamiento,null,No indicado,2,32000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0255,Depósito de refrigerante para auto liviano,Sistema de enfriamiento,null,No indicado,4,22000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0256,Depósito de refrigerante para bus,Sistema de enfriamiento,null,No indicado,4,48000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0257,Depósito de refrigerante para camioneta,Sistema de enfriamiento,null,No indicado,4,28000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0258,Depósito de refrigerante para camión liviano,Sistema de enfriamiento,null,No indicado,4,40000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0259,Depósito de refrigerante para camión pesado,Sistema de enfriamiento,null,No indicado,4,66000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0260,Depósito de refrigerante para van,Sistema de enfriamiento,null,No indicado,4,30000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0261,Electroventilador de radiador para auto liviano,Sistema de enfriamiento,null,No indicado,4,70000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0262,Electroventilador de radiador para bus,Sistema de enfriamiento,null,No indicado,4,155000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0263,Electroventilador de radiador para camioneta,Sistema de enfriamiento,null,No indicado,4,88000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0264,Electroventilador de radiador para camión liviano,Sistema de enfriamiento,null,No indicado,4,125000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0265,Electroventilador de radiador para camión pesado,Sistema de enfriamiento,null,No indicado,4,210000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0266,Electroventilador de radiador para van,Sistema de enfriamiento,null,No indicado,4,94000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0267,Manguera inferior de radiador para auto liviano,Sistema de enfriamiento,null,No indicado,3,16000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0268,Manguera inferior de radiador para bus,Sistema de enfriamiento,null,No indicado,3,35000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0269,Manguera inferior de radiador para camioneta,Sistema de enfriamiento,null,No indicado,3,20000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0270,Manguera inferior de radiador para camión liviano,Sistema de enfriamiento,null,No indicado,3,29000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0271,Manguera inferior de radiador para camión pesado,Sistema de enfriamiento,null,No indicado,3,48000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0272,Manguera inferior de radiador para van,Sistema de enfriamiento,null,No indicado,3,22000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0273,Manguera superior de radiador para auto liviano,Sistema de enfriamiento,null,No indicado,3,16000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0274,Manguera superior de radiador para bus,Sistema de enfriamiento,null,No indicado,3,35000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0275,Manguera superior de radiador para camioneta,Sistema de enfriamiento,null,No indicado,3,20000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0276,Manguera superior de radiador para camión liviano,Sistema de enfriamiento,null,No indicado,3,29000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0277,Manguera superior de radiador para camión pesado,Sistema de enfriamiento,null,No indicado,3,48000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0278,Manguera superior de radiador para van,Sistema de enfriamiento,null,No indicado,3,22000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0279,Radiador de agua para auto liviano,Sistema de enfriamiento,null,No indicado,4,65000,3,3,alta,baja,true,2026-05-22 20:41:10.387996
REP-0280,Radiador de agua para bus,Sistema de enfriamiento,null,No indicado,4,145000,3,3,alta,baja,true,2026-05-22 20:41:10.387996
REP-0281,Radiador de agua para camioneta,Sistema de enfriamiento,null,No indicado,4,81000,3,3,alta,baja,true,2026-05-22 20:41:10.387996
REP-0282,Radiador de agua para camión liviano,Sistema de enfriamiento,null,No indicado,4,115000,3,3,alta,baja,true,2026-05-22 20:41:10.387996
REP-0283,Radiador de agua para camión pesado,Sistema de enfriamiento,null,No indicado,4,195000,3,3,alta,baja,true,2026-05-22 20:41:10.387996
REP-0284,Radiador de agua para van,Sistema de enfriamiento,null,No indicado,4,88000,3,3,alta,baja,true,2026-05-22 20:41:10.387996
REP-0285,Refrigerante concentrado para auto liviano,Sistema de enfriamiento,null,No indicado,2,12000,3,3,media,alta,true,2026-05-22 20:41:10.387996
REP-0286,Refrigerante concentrado para bus,Sistema de enfriamiento,null,No indicado,2,26000,3,3,media,alta,true,2026-05-22 20:41:10.387996
REP-0287,Refrigerante concentrado para camioneta,Sistema de enfriamiento,null,No indicado,2,15000,3,3,media,alta,true,2026-05-22 20:41:10.387996
REP-0288,Refrigerante concentrado para camión liviano,Sistema de enfriamiento,null,No indicado,2,22000,3,3,media,alta,true,2026-05-22 20:41:10.387996
REP-0289,Refrigerante concentrado para camión pesado,Sistema de enfriamiento,null,No indicado,2,36000,3,3,media,alta,true,2026-05-22 20:41:10.387996
REP-0290,Refrigerante concentrado para van,Sistema de enfriamiento,null,No indicado,2,16000,3,3,media,alta,true,2026-05-22 20:41:10.387996
REP-0291,Refrigerante listo para usar para auto liviano,Sistema de enfriamiento,null,No indicado,2,9000,3,3,media,alta,true,2026-05-22 20:41:10.387996
REP-0292,Refrigerante listo para usar para bus,Sistema de enfriamiento,null,No indicado,2,20000,3,3,media,alta,true,2026-05-22 20:41:10.387996
REP-0293,Refrigerante listo para usar para camioneta,Sistema de enfriamiento,null,No indicado,2,11000,3,3,media,alta,true,2026-05-22 20:41:10.387996
REP-0294,Refrigerante listo para usar para camión liviano,Sistema de enfriamiento,null,No indicado,2,16000,3,3,media,alta,true,2026-05-22 20:41:10.387996
REP-0295,Refrigerante listo para usar para camión pesado,Sistema de enfriamiento,null,No indicado,2,27000,3,3,media,alta,true,2026-05-22 20:41:10.387996
REP-0296,Refrigerante listo para usar para van,Sistema de enfriamiento,null,No indicado,2,12000,3,3,media,alta,true,2026-05-22 20:41:10.387996
REP-0297,Sensor de temperatura de refrigerante para auto liviano,Sistema de enfriamiento,null,No indicado,3,14000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0298,Sensor de temperatura de refrigerante para bus,Sistema de enfriamiento,null,No indicado,3,31000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0299,Sensor de temperatura de refrigerante para camioneta,Sistema de enfriamiento,null,No indicado,3,18000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0300,Sensor de temperatura de refrigerante para camión liviano,Sistema de enfriamiento,null,No indicado,3,25000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0301,Sensor de temperatura de refrigerante para van,Sistema de enfriamiento,null,No indicado,3,19000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0302,Tapa de radiador para auto liviano,Sistema de enfriamiento,null,No indicado,2,6000,0,0,media,alta,true,2026-05-22 20:41:10.387996
REP-0303,Tapa de radiador para bus,Sistema de enfriamiento,null,No indicado,2,13000,0,0,media,alta,true,2026-05-22 20:41:10.387996
REP-0304,Tapa de radiador para camioneta,Sistema de enfriamiento,null,No indicado,2,7500,0,0,media,alta,true,2026-05-22 20:41:10.387996
REP-0305,Tapa de radiador para camión liviano,Sistema de enfriamiento,null,No indicado,2,11000,0,0,media,alta,true,2026-05-22 20:41:10.387996
REP-0306,Tapa de radiador para camión pesado,Sistema de enfriamiento,null,No indicado,2,18000,0,0,media,alta,true,2026-05-22 20:41:10.387996
REP-0307,Tapa de radiador para van,Sistema de enfriamiento,null,No indicado,2,8000,0,0,media,alta,true,2026-05-22 20:41:10.387996
REP-0308,Termostato para auto liviano,Sistema de enfriamiento,null,No indicado,3,12000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0309,Termostato para bus,Sistema de enfriamiento,null,No indicado,3,26000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0310,Termostato para camioneta,Sistema de enfriamiento,null,No indicado,3,15000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0311,Termostato para camión liviano,Sistema de enfriamiento,null,No indicado,3,22000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0312,Termostato para camión pesado,Sistema de enfriamiento,null,No indicado,3,36000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0313,Termostato para van,Sistema de enfriamiento,null,No indicado,3,16000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0314,Aceite ATF para transmisión automática para auto liviano,Transmisión,null,No indicado,2,22000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0315,Aceite ATF para transmisión automática para bus,Transmisión,null,No indicado,2,48000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0316,Aceite ATF para transmisión automática para camioneta,Transmisión,null,No indicado,2,28000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0317,Aceite ATF para transmisión automática para camión liviano,Transmisión,null,No indicado,2,40000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0318,Aceite ATF para transmisión automática para camión pesado,Transmisión,null,No indicado,2,66000,6,6,media,media,true,2026-05-22 20:41:10.387996
REP-0319,Aceite ATF para transmisión automática para van,Transmisión,null,No indicado,2,30000,6,6,media,media,true,2026-05-22 20:41:10.387996
REP-0320,Aceite de transmisión manual 75W-90 para auto liviano,Transmisión,null,No indicado,2,18000,6,6,media,media,true,2026-05-22 20:41:10.387996
REP-0321,Aceite de transmisión manual 75W-90 para bus,Transmisión,null,No indicado,2,40000,6,6,media,media,true,2026-05-22 20:41:10.387996
REP-0322,Aceite de transmisión manual 75W-90 para camioneta,Transmisión,null,No indicado,2,22000,6,6,media,media,true,2026-05-22 20:41:10.387996
REP-0323,Aceite de transmisión manual 75W-90 para camión liviano,Transmisión,null,No indicado,2,32000,6,6,media,media,true,2026-05-22 20:41:10.387996
REP-0324,Aceite de transmisión manual 75W-90 para camión pesado,Transmisión,null,No indicado,2,54000,6,6,media,media,true,2026-05-22 20:41:10.387996
REP-0325,Aceite de transmisión manual 75W-90 para van,Transmisión,null,No indicado,2,24000,6,6,media,media,true,2026-05-22 20:41:10.387996
REP-0326,Cilindro esclavo de embrague para auto liviano,Transmisión,null,No indicado,4,30000,6,6,alta,baja,true,2026-05-22 20:41:10.387996
REP-0327,Cilindro esclavo de embrague para bus,Transmisión,null,No indicado,4,66000,6,6,alta,baja,true,2026-05-22 20:41:10.387996
REP-0328,Cilindro esclavo de embrague para camioneta,Transmisión,null,No indicado,4,38000,6,6,alta,baja,true,2026-05-22 20:41:10.387996
REP-0329,Cilindro esclavo de embrague para camión liviano,Transmisión,null,No indicado,4,54000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0330,Cilindro esclavo de embrague para camión pesado,Transmisión,null,No indicado,4,90000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0331,Cilindro esclavo de embrague para van,Transmisión,null,No indicado,4,40000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0332,Cilindro maestro de embrague para auto liviano,Transmisión,null,No indicado,4,35000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0333,Cilindro maestro de embrague para bus,Transmisión,null,No indicado,4,77000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0334,Cilindro maestro de embrague para camioneta,Transmisión,null,No indicado,4,44000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0335,Cilindro maestro de embrague para camión liviano,Transmisión,null,No indicado,4,63000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0336,Cilindro maestro de embrague para camión pesado,Transmisión,null,No indicado,4,105000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0337,Cilindro maestro de embrague para van,Transmisión,null,No indicado,4,47000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0338,Disco de embrague para auto liviano,Transmisión,null,No indicado,4,48000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0339,Disco de embrague para bus,Transmisión,null,No indicado,4,105000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0340,Disco de embrague para camioneta,Transmisión,null,No indicado,4,60000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0341,Disco de embrague para camión liviano,Transmisión,null,No indicado,4,86000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0342,Disco de embrague para camión pesado,Transmisión,null,No indicado,4,145000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0343,Disco de embrague para van,Transmisión,null,No indicado,4,65000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0344,Kit de embrague para auto liviano,Transmisión,null,No indicado,4,72000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0345,Kit de embrague para bus,Transmisión,null,No indicado,4,160000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0346,Kit de embrague para camioneta,Transmisión,null,No indicado,4,90000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0347,Kit de embrague para camión liviano,Transmisión,null,No indicado,4,130000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0348,Kit de embrague para camión pesado,Transmisión,null,No indicado,4,215000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0349,Kit de embrague para van,Transmisión,null,No indicado,4,97000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0350,Piola de embrague para auto liviano,Transmisión,null,No indicado,3,22000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0351,Piola de embrague para bus,Transmisión,null,No indicado,3,48000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0352,Piola de embrague para camioneta,Transmisión,null,No indicado,3,28000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0353,Piola de embrague para camión liviano,Transmisión,null,No indicado,3,40000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0354,Piola de embrague para camión pesado,Transmisión,null,No indicado,3,66000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0355,Piola de embrague para van,Transmisión,null,No indicado,3,30000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0356,Piola selectora de cambios para auto liviano,Transmisión,null,No indicado,4,35000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0357,Piola selectora de cambios para bus,Transmisión,null,No indicado,4,77000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0358,Piola selectora de cambios para camioneta,Transmisión,null,No indicado,4,44000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0359,Piola selectora de cambios para camión liviano,Transmisión,null,No indicado,4,63000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0360,Piola selectora de cambios para van,Transmisión,null,No indicado,4,47000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0361,Prensa de embrague para auto liviano,Transmisión,null,No indicado,4,60000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0362,Prensa de embrague para bus,Transmisión,null,No indicado,4,130000,2,2,alta,baja,true,2026-05-22 20:41:10.387996
REP-0363,Prensa de embrague para camioneta,Transmisión,null,No indicado,4,75000,2,2,alta,baja,true,2026-05-22 20:41:10.387996
REP-0364,Prensa de embrague para camión liviano,Transmisión,null,No indicado,4,110000,2,2,alta,baja,true,2026-05-22 20:41:10.387996
REP-0365,Prensa de embrague para camión pesado,Transmisión,null,No indicado,4,180000,2,2,alta,baja,true,2026-05-22 20:41:10.387996
REP-0366,Prensa de embrague para van,Transmisión,null,No indicado,4,81000,2,2,alta,baja,true,2026-05-22 20:41:10.387996
REP-0367,Rodamiento de empuje de embrague para auto liviano,Transmisión,null,No indicado,4,22000,2,2,alta,baja,true,2026-05-22 20:41:10.387996
REP-0368,Rodamiento de empuje de embrague para bus,Transmisión,null,No indicado,4,48000,2,2,alta,baja,true,2026-05-22 20:41:10.387996
REP-0369,Rodamiento de empuje de embrague para camioneta,Transmisión,null,No indicado,4,28000,2,2,alta,baja,true,2026-05-22 20:41:10.387996
REP-0370,Rodamiento de empuje de embrague para camión liviano,Transmisión,null,No indicado,4,40000,2,2,alta,baja,true,2026-05-22 20:41:10.387996
REP-0371,Rodamiento de empuje de embrague para camión pesado,Transmisión,null,No indicado,4,66000,2,2,alta,baja,true,2026-05-22 20:41:10.387996
REP-0372,Rodamiento de empuje de embrague para van,Transmisión,null,No indicado,4,30000,2,2,alta,baja,true,2026-05-22 20:41:10.387996
REP-0373,Soporte de caja de cambios para auto liviano,Transmisión,null,No indicado,4,42000,2,2,media,baja,true,2026-05-22 20:41:10.387996
REP-0374,Soporte de caja de cambios para bus,Transmisión,null,No indicado,4,92000,2,2,media,baja,true,2026-05-22 20:41:10.387996
REP-0375,Soporte de caja de cambios para camioneta,Transmisión,null,No indicado,4,52000,2,2,media,baja,true,2026-05-22 20:41:10.387996
REP-0376,Soporte de caja de cambios para camión liviano,Transmisión,null,No indicado,4,76000,2,2,media,baja,true,2026-05-22 20:41:10.387996
REP-0377,Soporte de caja de cambios para camión pesado,Transmisión,null,No indicado,4,125000,2,2,media,baja,true,2026-05-22 20:41:10.387996
REP-0378,Soporte de caja de cambios para van,Transmisión,null,No indicado,4,57000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0379,Alternador para auto liviano,Sistema eléctrico,null,No indicado,4,90000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0380,Alternador para bus,Sistema eléctrico,null,No indicado,4,200000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0381,Alternador para camioneta,Sistema eléctrico,null,No indicado,4,110000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0382,Alternador para camión liviano,Sistema eléctrico,null,No indicado,4,160000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0383,Alternador para camión pesado,Sistema eléctrico,null,No indicado,4,270000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0384,Alternador para van,Sistema eléctrico,null,No indicado,4,120000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0385,Batería 120 Ah para auto liviano,Sistema eléctrico,null,No indicado,2,260000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0386,Batería 120 Ah para bus,Sistema eléctrico,null,No indicado,2,570000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0387,Batería 120 Ah para camioneta,Sistema eléctrico,null,No indicado,2,325000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0388,Batería 120 Ah para camión liviano,Sistema eléctrico,null,No indicado,2,470000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0389,Batería 120 Ah para camión pesado,Sistema eléctrico,null,No indicado,2,780000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0390,Batería 120 Ah para van,Sistema eléctrico,null,No indicado,2,350000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0391,Batería 45 Ah para auto liviano,Sistema eléctrico,null,No indicado,2,85000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0392,Batería 45 Ah para bus,Sistema eléctrico,null,No indicado,2,185000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0393,Batería 45 Ah para camioneta,Sistema eléctrico,null,No indicado,2,105000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0394,Batería 45 Ah para camión liviano,Sistema eléctrico,null,No indicado,2,155000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0395,Batería 45 Ah para camión pesado,Sistema eléctrico,null,No indicado,2,255000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0396,Batería 45 Ah para van,Sistema eléctrico,null,No indicado,2,115000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0397,Batería 60 Ah para auto liviano,Sistema eléctrico,null,No indicado,2,105000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0398,Batería 60 Ah para bus,Sistema eléctrico,null,No indicado,2,230000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0399,Batería 60 Ah para camioneta,Sistema eléctrico,null,No indicado,2,130000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0400,Batería 60 Ah para camión liviano,Sistema eléctrico,null,No indicado,2,190000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0401,Batería 60 Ah para camión pesado,Sistema eléctrico,null,No indicado,2,315000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0402,Batería 60 Ah para van,Sistema eléctrico,null,No indicado,2,140000,25,25,alta,media,true,2026-05-22 20:41:10.387996
REP-0403,Batería 65 Ah EFB para auto liviano,Sistema eléctrico,null,No indicado,2,165000,25,25,alta,media,true,2026-05-22 20:41:10.387996
REP-0404,Batería 65 Ah EFB para bus,Sistema eléctrico,null,No indicado,2,365000,25,25,alta,media,true,2026-05-22 20:41:10.387996
