activo_id,fecha_corte,horizonte_dias,edad_dias,edad_anos,odometro_actual,horometro_actual,km_dia_promedio,horas_dia_promedio,dias_desde_ultima_ot,count_ot_30d,count_ot_90d,count_ot_180d,count_correctivas_30d,count_correctivas_90d,count_correctivas_180d,costo_total_30d,costo_total_90d,costo_total_180d,mtbf_180d,dias_ult_correctiva_motor,dias_ult_correctiva_frenos,dias_ult_correctiva_transmision,target,created_at
ACE-1113,2026-05-06,7,1767.0,4.837782340862423,210796.0,5656.9,-1.0,-1.0,10.0,1.0,3.0,3.0,1.0,2.0,2.0,2036000.0,3554000.0,3554000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1114,2026-05-06,7,3444.0,9.429158110882957,732234.0,13428.5,-1.0,-1.0,45.0,-1.0,2.0,4.0,-1.0,2.0,2.0,-1.0,3081000.0,3738000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1115,2026-05-06,7,1380.0,3.7782340862423,143868.0,3277.8,-1.0,-1.0,28.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,341000.0,341000.0,341000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1116,2026-05-06,7,3636.0,9.95482546201232,268774.0,11405.1,-1.0,-1.0,75.0,-1.0,2.0,3.0,-1.0,2.0,2.0,-1.0,3538000.0,4044000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1117,2026-05-06,7,70.0,0.19164955509924708,5729.0,407.4,-1.0,-1.0,19.0,1.0,2.0,2.0,1.0,2.0,2.0,1050000.0,2333000.0,2333000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1118,2026-05-06,7,420.0,1.1498973305954825,67349.0,1751.4,-1.0,-1.0,12.0,1.0,2.0,4.0,-1.0,1.0,2.0,233000.0,1152000.0,2710000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1119,2026-05-06,7,3902.0,10.683093771389458,287255.0,10633.1,-1.0,-1.0,191.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1120,2026-05-06,7,3219.0,8.813141683778234,818829.0,13444.2,-1.0,-1.0,59.0,-1.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,774000.0,774000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1121,2026-05-06,7,1012.0,2.7707049965776864,110889.0,3980.5,-1.0,-1.0,185.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1122,2026-05-06,7,99.0,0.27104722792607805,17408.0,551.1,-1.0,-1.0,13.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,576000.0,576000.0,576000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1123,2026-05-06,7,3475.0,9.514031485284052,148456.0,12268.6,-1.0,-1.0,262.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1124,2026-05-06,7,52.0,0.14236824093086928,7377.0,249.5,-1.0,-1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1172000.0,1172000.0,1172000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1125,2026-05-06,7,863.0,2.3627652292950034,67337.0,4094.1,-1.0,-1.0,27.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,248000.0,248000.0,248000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1126,2026-05-06,7,857.0,2.346338124572211,157406.0,2655.6,-1.0,-1.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1459000.0,1459000.0,1459000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1127,2026-05-06,7,4120.0,11.279945242984258,530197.0,30064.2,-1.0,-1.0,54.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,4960000.0,6573000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1128,2026-05-06,7,1105.0,3.025325119780972,99032.0,2899.9,-1.0,-1.0,15.0,1.0,1.0,3.0,1.0,1.0,2.0,1690000.0,1690000.0,3917000.0,-1.0,-1.0,-1.0,-1.0,1,2026-06-05 20:18:45.492349+00:00
ACE-1129,2026-05-06,7,1864.0,5.103353867214237,673176.0,11936.3,-1.0,-1.0,70.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,747000.0,1734000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1130,2026-05-06,7,3959.0,10.839151266255989,677289.0,24305.7,-1.0,-1.0,3.0,1.0,3.0,4.0,1.0,3.0,4.0,777000.0,3318000.0,6075000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1131,2026-05-06,7,2115.0,5.790554414784395,535669.0,10679.7,-1.0,-1.0,32.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1556000.0,1556000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1132,2026-05-06,7,3856.0,10.557152635181383,1377229.0,26945.6,-1.0,-1.0,50.0,-1.0,1.0,3.0,-1.0,-1.0,2.0,-1.0,205000.0,3830000.0,-1.0,-1.0,-1.0,-1.0,1,2026-06-05 20:18:45.492349+00:00
ACE-1133,2026-05-06,7,1099.0,3.0088980150581794,105231.0,5109.7,-1.0,-1.0,6.0,1.0,2.0,6.0,-1.0,-1.0,3.0,730000.0,1233000.0,4972000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1134,2026-05-06,7,2020.0,5.530458590006845,597587.0,10243.5,-1.0,-1.0,226.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1135,2026-05-06,7,96.0,0.26283367556468173,3368.0,172.7,-1.0,-1.0,46.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,736000.0,736000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1136,2026-05-06,7,931.0,2.5489390828199863,96926.0,10460.3,-1.0,-1.0,1.0,1.0,2.0,3.0,-1.0,1.0,2.0,293000.0,1372000.0,3322000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1137,2026-05-06,7,2561.0,7.011635865845311,205122.0,10238.1,-1.0,-1.0,19.0,1.0,1.0,3.0,1.0,1.0,3.0,1804000.0,1804000.0,4276000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1138,2026-05-06,7,1229.0,3.3648186173853527,114803.0,5724.4,-1.0,-1.0,16.0,1.0,1.0,3.0,1.0,1.0,2.0,1648000.0,1648000.0,3293000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1139,2026-05-06,7,-14.0,-0.038329911019849415,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1140,2026-05-06,7,49.0,0.13415468856947296,8936.0,181.7,-1.0,-1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2414000.0,2414000.0,2414000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1141,2026-05-06,7,1185.0,3.24435318275154,63884.0,3328.3,-1.0,-1.0,27.0,1.0,2.0,3.0,1.0,2.0,3.0,908000.0,2733000.0,3505000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1142,2026-05-06,7,1323.0,3.62217659137577,328924.0,5390.2,-1.0,-1.0,85.0,-1.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0,177000.0,859000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1143,2026-05-06,7,104.0,0.28473648186173856,12640.0,861.1,-1.0,-1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1615000.0,1615000.0,1615000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1144,2026-05-06,7,3375.0,9.240246406570842,417630.0,23861.4,-1.0,-1.0,124.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,1121000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1145,2026-05-06,7,2488.0,6.811772758384668,247352.0,11839.3,-1.0,-1.0,108.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1003000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1146,2026-05-06,7,745.0,2.0396988364134154,176502.0,3900.2,-1.0,-1.0,51.0,-1.0,1.0,2.0,-1.0,1.0,1.0,-1.0,1277000.0,1465000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1147,2026-05-06,7,84.0,0.2299794661190965,6355.0,429.9,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1768000.0,1768000.0,1768000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1148,2026-05-06,7,3904.0,10.688569472963723,858363.0,24096.8,-1.0,-1.0,152.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1825000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1149,2026-05-06,7,2724.0,7.457905544147844,322302.0,8841.7,-1.0,-1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1277000.0,1277000.0,1277000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1150,2026-05-06,7,3491.0,9.557837097878165,313969.0,14038.1,-1.0,-1.0,165.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,2200000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1151,2026-05-06,7,849.0,2.324435318275154,150887.0,5065.2,-1.0,-1.0,8.0,1.0,2.0,6.0,1.0,2.0,2.0,1087000.0,3819000.0,5312000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1152,2026-05-06,7,322.0,0.8815879534565366,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1153,2026-05-06,7,1151.0,3.1512662559890487,112726.0,7532.0,-1.0,-1.0,184.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1154,2026-05-06,7,3394.0,9.292265571526352,584036.0,15427.0,-1.0,-1.0,46.0,-1.0,2.0,4.0,-1.0,-1.0,2.0,-1.0,1132000.0,3261000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1155,2026-05-06,7,107.0,0.2929500342231348,24138.0,414.8,-1.0,-1.0,5.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,482000.0,482000.0,482000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1156,2026-05-06,7,3089.0,8.457221081451062,466959.0,18306.8,-1.0,-1.0,24.0,1.0,1.0,5.0,1.0,1.0,2.0,403000.0,403000.0,3191000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1157,2026-05-06,7,2726.0,7.4633812457221085,684701.0,11975.5,-1.0,-1.0,9.0,1.0,1.0,2.0,1.0,1.0,2.0,2340000.0,2340000.0,3292000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1158,2026-05-06,7,2006.0,5.492128678986996,285811.0,10420.1,-1.0,-1.0,15.0,1.0,2.0,3.0,1.0,1.0,1.0,1125000.0,1508000.0,1803000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1159,2026-05-06,7,3326.0,9.10609171800137,179757.0,7418.9,-1.0,-1.0,109.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,-1.0,1807000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1160,2026-05-06,7,2039.0,5.582477754962355,161266.0,7009.7,-1.0,-1.0,114.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,320000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1161,2026-05-06,7,4082.0,11.175906913073238,1127773.0,21782.2,-1.0,-1.0,8.0,1.0,3.0,4.0,1.0,3.0,3.0,1054000.0,3591000.0,3942000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1162,2026-05-06,7,3003.0,8.2217659137577,572769.0,14846.5,-1.0,-1.0,8.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,291000.0,291000.0,291000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1163,2026-05-06,7,707.0,1.9356605065023955,150796.0,3118.3,-1.0,-1.0,62.0,-1.0,2.0,2.0,-1.0,1.0,1.0,-1.0,3126000.0,3126000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1164,2026-05-06,7,724.0,1.9822039698836413,201019.0,3153.8,-1.0,-1.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1698000.0,1698000.0,1698000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1165,2026-05-06,7,2329.0,6.376454483230664,441623.0,9456.7,-1.0,-1.0,44.0,-1.0,3.0,6.0,-1.0,2.0,5.0,-1.0,3908000.0,9932000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1166,2026-05-06,7,3106.0,8.503764544832306,297885.0,15501.3,-1.0,-1.0,512.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1167,2026-05-06,7,2095.0,5.735797399041752,423706.0,11538.5,-1.0,-1.0,18.0,1.0,2.0,3.0,1.0,1.0,2.0,2591000.0,3092000.0,4930000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1168,2026-05-06,7,3261.0,8.928131416837783,885609.0,14053.7,-1.0,-1.0,207.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1169,2026-05-06,7,2719.0,7.444216290212183,462436.0,7894.6,-1.0,-1.0,28.0,1.0,3.0,5.0,1.0,1.0,2.0,1094000.0,1831000.0,4529000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1170,2026-05-06,7,3025.0,8.281998631074606,187369.0,11560.4,-1.0,-1.0,22.0,1.0,2.0,2.0,1.0,2.0,2.0,2056000.0,4040000.0,4040000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1171,2026-05-06,7,3863.0,10.576317590691307,474204.0,13515.7,-1.0,-1.0,174.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,502000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1172,2026-05-06,7,2511.0,6.874743326488707,622251.0,10924.1,-1.0,-1.0,82.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,978000.0,7008000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1173,2026-05-06,7,1159.0,3.1731690622861053,67881.0,4317.1,-1.0,-1.0,36.0,-1.0,1.0,3.0,-1.0,-1.0,1.0,-1.0,327000.0,3138000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1174,2026-05-06,7,3503.0,9.59069130732375,772163.0,16888.4,-1.0,-1.0,56.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1174000.0,2640000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1175,2026-05-06,7,2655.0,7.268993839835729,376572.0,9490.9,-1.0,-1.0,19.0,1.0,3.0,3.0,1.0,2.0,2.0,1733000.0,3868000.0,3868000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1176,2026-05-06,7,2005.0,5.489390828199863,255809.0,6544.8,-1.0,-1.0,68.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,305000.0,305000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1177,2026-05-06,7,47.0,0.12867898699520877,706.0,30.8,-1.0,-1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1349000.0,1349000.0,1349000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1178,2026-05-06,7,1866.0,5.108829568788501,462037.0,10066.0,-1.0,-1.0,30.0,-1.0,1.0,3.0,-1.0,1.0,1.0,-1.0,886000.0,1678000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1179,2026-05-06,7,2.0,0.0054757015742642025,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1180,2026-05-06,7,678.0,1.8562628336755647,27218.0,1353.4,-1.0,-1.0,79.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,252000.0,252000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1181,2026-05-06,7,2424.0,6.636550308008213,211903.0,10315.6,-1.0,-1.0,11.0,3.0,3.0,4.0,2.0,2.0,3.0,1935000.0,1935000.0,2721000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1182,2026-05-06,7,802.0,2.195756331279945,160085.0,4837.7,-1.0,-1.0,13.0,1.0,2.0,5.0,-1.0,1.0,1.0,582000.0,1767000.0,3109000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1183,2026-05-06,7,3712.0,10.16290212183436,320160.0,12695.3,-1.0,-1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3225000.0,3987000.0,3987000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1184,2026-05-06,7,2114.0,5.7878165639972625,201298.0,6815.6,-1.0,-1.0,113.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1021000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1185,2026-05-06,7,1096.0,3.0006844626967832,161877.0,12824.2,-1.0,-1.0,17.0,2.0,2.0,2.0,2.0,2.0,2.0,2706000.0,2706000.0,2706000.0,-1.0,-1.0,-1.0,-1.0,1,2026-06-05 20:18:45.492349+00:00
ACE-1186,2026-05-06,7,388.0,1.0622861054072552,97149.0,1493.1,-1.0,-1.0,79.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,176000.0,176000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1187,2026-05-06,7,1468.0,4.0191649555099245,280923.0,5272.6,-1.0,-1.0,35.0,-1.0,2.0,3.0,-1.0,2.0,2.0,-1.0,2538000.0,3004000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1188,2026-05-06,7,1587.0,4.344969199178645,211233.0,7170.4,-1.0,-1.0,7.0,2.0,4.0,7.0,1.0,1.0,1.0,2227000.0,2854000.0,4268000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1189,2026-05-06,7,1720.0,4.7091033538672145,365099.0,7505.5,-1.0,-1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,646000.0,646000.0,646000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1190,2026-05-06,7,2541.0,6.95687885010267,263249.0,6478.6,-1.0,-1.0,86.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1823000.0,8437000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1191,2026-05-06,7,3673.0,10.056125941136209,379408.0,11164.7,-1.0,-1.0,657.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1192,2026-05-06,7,3451.0,9.44832306639288,225600.0,12310.9,-1.0,-1.0,28.0,1.0,1.0,3.0,1.0,1.0,2.0,1459000.0,1459000.0,3949000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1193,2026-05-06,7,3583.0,9.809719370294319,557976.0,17856.5,-1.0,-1.0,23.0,1.0,1.0,3.0,-1.0,-1.0,1.0,272000.0,272000.0,1774000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1194,2026-05-06,7,3591.0,9.831622176591376,412805.0,14401.7,-1.0,-1.0,57.0,-1.0,1.0,2.0,-1.0,1.0,1.0,-1.0,1684000.0,2289000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1195,2026-05-06,7,3761.0,10.297056810403832,1251251.0,29106.7,-1.0,-1.0,30.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,-1.0,434000.0,2772000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1196,2026-05-06,7,3874.0,10.60643394934976,170930.0,6109.5,-1.0,-1.0,107.0,-1.0,-1.0,2.0,-1.0,-1.0,1.0,-1.0,-1.0,1715000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1197,2026-05-06,7,163.0,0.4462696783025325,8611.0,648.5,-1.0,-1.0,67.0,-1.0,2.0,3.0,-1.0,1.0,2.0,-1.0,1828000.0,3366000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1198,2026-05-06,7,1499.0,4.1040383299110195,151076.0,3889.6,-1.0,-1.0,210.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-1199,2026-05-06,7,3980.0,10.896646132785763,788246.0,21326.9,-1.0,-1.0,190.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2026-06-05 20:18:45.492349+00:00
ACE-1200,2026-05-06,7,4129.0,11.304585900068446,220323.0,13618.9,-1.0,-1.0,76.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2117000.0,2117000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0001,2026-06-05,7,332.0,0.9089664613278576,59400.0,1224.0,-1.0,-1.0,107.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,378000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0002,2026-06-05,7,3632.0,9.943874058863791,875159.0,17337.9,-1.0,-1.0,208.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0003,2026-06-05,7,3040.0,8.323066392881588,138961.0,5139.6,-1.0,-1.0,279.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0004,2026-06-05,7,1387.0,3.7973990417522243,84677.0,3597.4,-1.0,-1.0,73.0,-1.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0,770000.0,1249000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0005,2026-06-05,7,1571.0,4.301163586584531,177932.0,8272.2,-1.0,-1.0,116.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,726000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0006,2026-06-05,7,968.0,2.650239561943874,97427.0,3531.4,-1.0,-1.0,196.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0007,2026-06-05,7,1612.0,4.413415468856948,483222.0,9494.9,-1.0,-1.0,18.0,1.0,3.0,4.0,1.0,2.0,3.0,2021000.0,4508000.0,5776000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0008,2026-06-05,7,1745.0,4.777549623545517,315612.0,5255.8,-1.0,-1.0,310.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0009,2026-06-05,7,1879.0,5.144421629021219,269937.0,7431.9,-1.0,-1.0,194.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0010,2026-06-05,7,3045.0,8.336755646817249,331704.0,20350.5,-1.0,-1.0,35.0,-1.0,1.0,3.0,-1.0,1.0,1.0,-1.0,1317000.0,1848000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0011,2026-06-05,7,3129.0,8.566735112936344,413643.0,22681.1,-1.0,-1.0,21.0,1.0,2.0,5.0,-1.0,1.0,4.0,269000.0,2449000.0,8149000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
